SMILES,TITLE
CCCOc1ccc2c(c1)c(c[nH]2)CCNC(=O)N(C)CCF,s_272164____14971852____17341378
CC(=O)NC(C)(C)Cc1c[nH]c2c1ccc(c2)F,s_270062____15754776____15585492
CC(C)Oc1ccc2c(c1)c(c[nH]2)CNC(=O)CCl,s_270062____16423138____8147258
COc1cccc2c1[nH]cc2CCNC(=O)CCCO,s_22____15506616____16783912
CN(CCF)C(=O)NCCc1c[nH]c2c1ccc(c2)OC,s_272164____14971852____17342478
CCCC(C(=O)N(C)C)[NH2+]Cc1cc2c([nH]1)cccc2OC,s_270004____16631050____15269820
CCC(=O)NCCc1c[nH]c2c1cccn2,s_22____13596594____58887
Cc1ccc2c(c1)[nH]cc2CCNC(=O)C[NH2+]C,s_240690b____11689238____7368582
CC(=O)NCCc1c[nH]c2c1cccc2OCc3ccccc3,s_22____15775398____58844
COc1cccc2c1[nH]cc2CCNC(=O)CSC(F)F,s_22____15506616____10748158
COCC(=O)NCCc1c[nH]c2c1c(ccc2)OC,s_22____13025516____59039
c1c(cc(c2c1[nH]cc2CCNC(=O)CCl)F)F,s_270062____15144120____8147258
COc1ccc2c(c1)[nH]cc2CCNC(=O)NCC=C,s_512____158555____13978836
CC(C(=O)NCCc1c[nH]c2c1cccc2Br)O,s_22____16720536____7941096
Cc1cccc2c1c(c[nH]2)CCNC(=O)C,s_22____3219394____58844
CC(=O)NCCc1c[nH]c2c1cccc2Br,s_22____16720536____58844
CC(CCC(=O)NCCc1c[nH]c2c1cc(cc2)OC)[NH3+],s_270006b____8394006____11616034
CC(C(=O)NCCc1c[nH]c2c1c(ccc2)F)O,s_22____16900452____7941096
CCOc1cccc2c1c(c[nH]2)CCNC(=S)NC,s_8____9226528____83693
COCC(=O)NCCc1c[nH]c2c1cccn2,s_22____13596594____59039
CC(=O)NCCc1c[nH]c2c1c(ccc2)Br,s_22____10303762____58844
CN(CC#N)C(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_272164____14971800____9374306
c1cc2c(cc1F)[nH]cc2CCNC(=O)CCl,s_270062____7610008____8147258
CC(C(=O)NCCc1c[nH]c2c1ccc(c2)F)[NH3+],s_240690b____7354100____3025692
CC(C)(Cc1c[nH]c2c1cc(cc2)Br)NC(=O)CCl,s_270062____15428004____8147258
C[NH2+]CC(=O)NCCc1c[nH]c2c1cccc2,s_240690b____7351080____7368582
CCNC(=S)NCCc1c[nH]c2c1cc(cc2)OC,s_8____4839444____83696
CC(C)(C)NC(=O)C[NH2+]Cc1cc2c([nH]1)cccc2OC,s_270004____8290858____15269820
CC(Cc1c[nH]c2c1cc(cc2)F)NC(=O)CO,s_22____13913040____7941800
CCCOCC(=O)NCCc1c[nH]c2c1c(ccc2)OC,s_22____13025516____2009696
CC(CNC(=O)C(C)[NH3+])c1c[nH]c2c1cc(cc2)OC,s_240690b____15754670____3025692
C[NH2+]CC(=O)NCCc1c[nH]c2c1cccn2,s_240690b____17036658____7368582
CC#CC(=O)NCCc1c[nH]c2c1cc(nc2)Cl,s_22____13570824____9296322
CC(=O)NCCc1cc2ccccc2[nH]1,s_22____7533902____58844
CC(C)C(=O)NCCc1c[nH]c2c1cccc2,s_527a____153889____156044
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)COC(F)F,s_22____4839448____10118400
CCOCC(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_22____4839448____59118
CSCC(=O)NCCc1c[nH]c2c1cc(nc2)Cl,s_22____13570824____60364
COc1ccc2c(c1)[nH]cc2CCNC(=O)NCC(F)F,s_512____6389034____13978836
COc1ccc2c(c1)[nH]cc2CCNC(=O)CCSC,s_22____13978824____60462
CCNC(=O)C(C)(C)C[NH2+]Cc1cc2c([nH]1)cccc2OC,s_270004____8299440____15269820
CC(C)(C[NH2+]Cc1cc2cc(ccc2[nH]1)OC)O,s_270004____8296166____16621896
c1ccc2c(c1)cc([nH]2)CCNC(=O)CCl,s_270062____7626314____8147258
CC(=O)NCCc1c[nH]c2c1ccc(c2)Cl,s_22____2228922____58844
CCCOc1ccc2c(c1)c(c[nH]2)CCNC(=O)NCC,s_2554____13771040____951600
CC(C)CNC(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_512____158561____4839458
CC(Cc1c[nH]c2c1cc(cc2)F)NC(=O)CCl,s_270062____13913078____8147258
CC(c1cc2cccc(c2o1)OC)NC(=O)CO,s_22____17638894____7941800
COCC(=O)NCCc1c[nH]c2c1c(ccc2)Br,s_22____10303762____59039
COc1cccc2c1[nH]cc2CCNC(=O)NCC=CBr,s_512____15075154____15506628
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)NCC(=C)Cl,s_512____5136592____4839458
Cc1ccc2c(c1)[nH]cc2CCNC(=O)CON,s_240690b____11689238____13151248
c1ccc2c(c1)c(c[nH]2)CCNC(=O)CCl,s_270062____7595008____8147258
CCN(C(=O)C[NH2+]Cc1cc2c([nH]1)cccc2OC)OCC,s_270004____12216126____15269820
CC(=O)NCCc1c[nH]c2c1cc(cc2)F,s_22____9631354____58844
Cc1cccc2c1c(c[nH]2)CCNC(=O)C[NH3+],s_240690b____7362722____3025698
CC(CNC(=O)CO)c1c[nH]c2c1cc(cc2)OC,s_22____15754586____7941800
C[NH2+]CC(=O)NCCc1c[nH]c2c1cccc2OC,s_240690b____15506692____7368582
CC(=O)NC(Cc1c[nH]c2c1nccc2)C(=O)[O-],s_274078a____12248494____12873778
COc1cccc2c1cc([nH]2)C[NH2+]CC(=O)OCC#C,s_270004____15267152____15269820
CCSCC(=O)NCCc1c[nH]c2c1c(ccc2)OC,s_22____13025516____14930376
COc1cccc2c1[nH]cc2CCNC(=O)CCN=[N+]=[N-],s_22____15506616____15789276
CCc1cccc2c1[nH]cc2CCNC(=O)C,s_22____4602506____58844
CCSCC(=O)NCCc1c[nH]c2c1cccc2OC,s_22____15506616____14930376
COc1cccc2c1c(c[nH]2)CCNC(=O)N,s_2554____13025538____788524
CC(C)C(C(=O)NCCc1c[nH]c2c1c(ccc2)OC)F,s_22____13025516____9156240
c1c2c(c[nH]c2cnc1Cl)CCNC(=O)CCl,s_270062____16435464____8147258
CC(Cc1c[nH]c2c1cc(cc2)F)NC(=O)CSC,s_22____13913040____60364
COc1ccc2c(c1)[nH]cc2CCNC(=O)CSC(F)F,s_22____13978824____10748158
CCNC(=S)NCCc1c[nH]c2c1ccc(c2)OC,s_8____13978820____83696
CSCC(=O)NCCc1c[nH]c2c1ccc(c2)F,s_22____2366540____60364
CCC(=O)NCCc1c[nH]c2c1cc(nc2)Cl,s_22____13570824____58887
COc1ccc2c(c1)[nH]cc2CCNC(=O)CON,s_240690b____13978894____13151248
c1c(cc(c2c1[nH]cc2CCNC(=O)CC#N)F)F,s_22____15144084____8794444
COc1cccc2c1[nH]cc2CCNC(=O)COCC#C,s_22____15506616____15498218
CCCC(=O)NCCc1cc2ccccc2[nH]1,s_22____7533902____58866
COc1ccc2c(c1)[nH]cc2CC[NH3+],EN300-202601
COc1cccc2c1[nH]cc2CC[NH3+],EN300-194466
CC#CC(=O)NCCc1c[nH]c2c1cccc2OC,s_22____15506616____9296322
COc1cccc2c1c(c[nH]2)CCNC(=O)CCC3CC3,s_22____13025516____4970170
COc1cccc2c1c(c[nH]2)CCNC(=O)CSCC#N,s_22____13025516____575700
CCSCC(=O)NCCc1c[nH]c2c1cc(cc2)OC,s_22____4839448____14930376
CCCC(=O)NCCc1c[nH]c2c1cccc2Cl,s_22____12346432____58866
COc1ccc2c(c1)c(c[nH]2)CCNC(=O)CSCC=C,s_22____4839448____925054
COc1cccc2c1c(c[nH]2)CCNC(=O)NCC(=C)Cl,s_512____5136592____13025528
CCCCNC(=O)NCCc1c[nH]c2c1cccc2OC,s_512____214534____15506628
COc1cccc2c1c(c[nH]2)CCNC(=O)CCSC,s_22____13025516____60462
COc1cccc2c1c(c[nH]2)CCNC(=O)COC(F)F,s_22____13025516____10118400
CCON(C)C(=O)C[NH2+]Cc1cc2cc(ccc2[nH]1)OC,s_270004____11687778____16621896
c1cc2c(c[nH]c2c(c1)Cl)CCNC(=O)CON,s_240690b____12346500____13151248
COc1ccc2c(c1)cc([nH]2)C[NH2+]CC(CF)O,s_207____13905812____16621894
CC(=O)Nc1cc2cc(ccc2[nH]1)OC,s_22____9276248____58844
COc1cccc2c1c(c[nH]2)CCNC(=O)CON,s_240690b____13025580____13151248
c1ccc2c(c1)c(c[nH]2)CCNC(=O)CON,s_240690b____7351080____13151248
CCCOc1ccc2c(c1)c(c[nH]2)CCNC(=O)C(F)F,s_22____13771018____58886
c1cc2c(c[nH]c2c(c1)Br)CCNC(=O)CC#N,s_22____16720536____8794444
c1cc2c(cc1F)c(c[nH]2)CNC(=O)CCl,s_270062____15273234____8147258
CCCOc1ccc2c(c1)c(c[nH]2)CCNC(=O)C=C,s_273270____16380490____10884640
Cc1cccc2c1c(c[nH]2)CCNC(=O)C(C)O,s_22____3219394____7941096
C[NH2+]CC(=O)NCCc1c[nH]c2c1cc(nc2)Cl,s_240690b____17036622____7368582
