SMILES,TITLE,fragments,Hybrid2,docked_fragment,site
Cn1cc(cn1)Oc2c(cncn2)Cl,x0205,x0205,-7.966446,x0072,active-noncovalent
Cn1cc(cn1)Oc2c(cncn2)Cl,x1100,x1100,-7.966446,x0072,active-noncovalent
Cc1c(cco1)C(=O)Nc2ccncc2,x0423,x0423,-7.959296,x1386,active-covalent
COc1ccc(cc1)C(=O)NCC(=O)N,x1217,x1217,-7.953971,x0678,active-noncovalent
Cc1nc(on1)[C@@H](C(C)C)[NH3+],x1167,x1167,-7.951324,x0426,active-noncovalent
Cc1nc(on1)[C@@H](C(C)C)[NH3+],x0209,x0209,-7.951324,x0426,active-noncovalent
COc1ccc(cc1)C(=O)Nc2ccccc2F,x0480,x0480,-7.947535,x0749,active-covalent
CC(C)(C)NC(=O)N1CCC(CC1)C(=O)OC,x0457,x0457,-7.945666,x0749,active-covalent
CC(=O)N1C[C@@H]([C@H](C1)C(=O)[O-])c2ccccc2,x0844,x0844,-7.945217,x0161,active-noncovalent
C1CCC(CC1)NC(=O)CC#N,x0174,x0174,-7.944860,x0678,active-noncovalent
c1c[nH+]ccc1NC[C@@H]2CCCO2,x0069,x0069,-7.936506,x0749,active-covalent
c1c[nH+]ccc1NC[C@@H]2CCCO2,x1185,x1185,-7.936506,x0749,active-covalent
C[C@H](C(=O)N)[NH+]1CCN(CC1)S(=O)(=O)C,x1127,x1127,-7.935843,x0161,active-noncovalent
C[C@H](C(=O)N)[NH+]1CCN(CC1)S(=O)(=O)C,x0638,x0638,-7.935843,x0161,active-noncovalent
CC(C)(CO)NC(=O)Nc1ccc(cc1)Cl,x1234,x1234,-7.933087,x0749,active-covalent
Cc1ccc(cc1)[C@]2(CC[NH2+]C2)C(=O)OC,x0888,x0888,-7.927098,x0195,active-noncovalent
Cc1c(c(on1)C)Cn2c(=O)sc(n2)C,x0473,x0473,-7.924747,x1386,active-covalent
CC(=O)N[C@@H](CCC(=O)N)C(=O)NCC#CBr,x0979,x0979,-7.919563,x0830,active-covalent
COCC(=O)Nc1ccc(cc1)O,x0659,x0659,-7.919173,x0678,active-noncovalent
C[C@@H](c1cccc(c1)Cl)NC(=O)CCl,x0822,x0822,-7.909709,x0678,active-noncovalent
C[C@@H](c1cccc(c1)Cl)NC(=O)CCl,x1324,x1324,-7.909709,x0678,active-noncovalent
C[C@@H](c1cccc(c1)Cl)NC(=O)CCl,x0748,x0748,-7.909709,x0678,active-noncovalent
C[C@@H](c1cccc(c1)Cl)NC(=O)CCl,x1365,x1365,-7.909709,x0678,active-noncovalent
C[C@@H](c1cccc(c1)Cl)NC(=O)CCl,x1382,x1382,-7.909709,x0678,active-noncovalent
CC(C)(C)NC(=O)Cn1ccc(n1)C(F)(F)F,x0313,x0313,-7.909073,x0104,active-noncovalent
C[C@@H](C(=O)N)Oc1ccc(cc1)C#N,x1150,x1150,-7.904971,x0678,active-noncovalent
C[C@@H](C(=O)N)Oc1ccc(cc1)C#N,x0050,x0050,-7.904971,x0678,active-noncovalent
Cc1ncc(s1)CN2CC[NH2+]CC2,x0394,x0394,-7.902103,x0104,active-noncovalent
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x1434,x1434,-7.899527,x0749,active-covalent
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x1354,x1354,-7.899527,x0749,active-covalent
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x1358,x1358,-7.899527,x0749,active-covalent
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x0815,x0815,-7.899527,x0749,active-covalent
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x1405,x1405,-7.899527,x0749,active-covalent
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x0741,x0741,-7.899527,x0749,active-covalent
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x1379,x1379,-7.899527,x0749,active-covalent
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x1432,x1432,-7.899527,x0749,active-covalent
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x1408,x1408,-7.899527,x0749,active-covalent
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x0737,x0737,-7.899527,x0749,active-covalent
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x1319,x1319,-7.899527,x0749,active-covalent
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)O,x0811,x0811,-7.899527,x0749,active-covalent
CC(C)C(=O)NC[C@H]1CCC[NH2+]C1,x0618,x0618,-7.894549,x1093,active-noncovalent
c1cc(cc(c1)F)C[N@@]2CCCS2(=O)=O,x0672,x0672,-7.894145,x0749,active-covalent
CCc1ccc(cc1)OCC(=O)N2CCCCC2,x0455,x0455,-7.894075,x0749,active-covalent
CCc1ccc(cc1)OCC(=O)N2CCCCC2,x1270,x1270,-7.894075,x0749,active-covalent
C[C@@H](C[NH2+]Cc1ccc2c(c1)OCO2)O,x1212,x1212,-7.891804,x0678,active-noncovalent
CC1CCN(CC1)C(=O)CC(F)(F)F,x0160,x0160,-7.891396,x0749,active-covalent
Cc1cc(=O)n([nH]1)c2ccccc2,x0297,x0297,-7.889587,x0195,active-noncovalent
CC(=O)NCc1cncs1,x1064,x1064,-7.878706,x0195,active-noncovalent
CC(=O)NCc1cncs1,x0238,x0238,-7.878706,x0195,active-noncovalent
c1cc(ccc1C[C@]2(CC[NH2+]C2)C(=O)[O-])F,x0866,x0866,-7.878417,x0678,active-noncovalent
CCOC(=O)c1ccc(cc1F)F,x0557,x0557,-7.877579,x0195,active-noncovalent
COc1cccc(c1)[C@@H](CC(=O)[O-])[NH3+],x1128,x1128,-7.874615,x0678,active-noncovalent
COc1cccc(c1)[C@@H](CC(=O)[O-])[NH3+],x0242,x0242,-7.874615,x0678,active-noncovalent
c1cc(ccc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x0792,x0792,-7.872643,x0072,active-noncovalent
c1cc(ccc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x1473,x1473,-7.872643,x0072,active-noncovalent
c1cc(ccc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x1308,x1308,-7.872643,x0072,active-noncovalent
c1cc(ccc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x1345,x1345,-7.872643,x0072,active-noncovalent
c1cc(ccc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x0718,x0718,-7.872643,x0072,active-noncovalent
c1cc(ccc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x1424,x1424,-7.872643,x0072,active-noncovalent
CC(=O)NCCc1ccc(cc1)S(=O)(=O)N,x0179,x0179,-7.869296,x0104,active-noncovalent
c1ccc(c(c1)CO)N2CCOCC2,x0180,x0180,-7.866174,x0195,active-noncovalent
CCNC(=O)C[N@@H+]1C[C@@H](OC[C@H]1C)C,x0668,x0668,-7.863604,x0104,active-noncovalent
CCc1csc(n1)c2c[nH]cn2,x0334,x0334,-7.856111,x0434,active-noncovalent
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,x1458,x1458,-7.855107,x0749,active-covalent
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,x0739,x0739,-7.855107,x0749,active-covalent
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,x1322,x1322,-7.855107,x0749,active-covalent
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,x1407,x1407,-7.855107,x0749,active-covalent
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,x1362,x1362,-7.855107,x0749,active-covalent
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,x0745,x0745,-7.855107,x0749,active-covalent
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,x1318,x1318,-7.855107,x0749,active-covalent
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,x0813,x0813,-7.855107,x0749,active-covalent
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,x1356,x1356,-7.855107,x0749,active-covalent
CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl,x0819,x0819,-7.855107,x0749,active-covalent
CC(=O)c1ccc(cc1)NC(=O)C[NH+]2CCCC2,x0365,x0365,-7.854779,x0161,active-noncovalent
CC(=O)c1ccc(cc1)NC(=O)C[NH+]2CCCC2,x1076,x1076,-7.854779,x0161,active-noncovalent
c1cc(sc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x0732,x0732,-7.850762,x0195,active-noncovalent
c1cc(sc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x1402,x1402,-7.850762,x0195,active-noncovalent
c1cc(sc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x0806,x0806,-7.850762,x0195,active-noncovalent
c1cc(sc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x1377,x1377,-7.850762,x0195,active-noncovalent
c1cc(sc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x1429,x1429,-7.850762,x0195,active-noncovalent
c1cc(sc1S(=O)(=O)N2CCN(CC2)C(=O)CCl)Cl,x1480,x1480,-7.850762,x0195,active-noncovalent
Cc1c(c(on1)C)C[C@H](C)C(=O)N(C)C,x0642,x0642,-7.850477,x0195,active-noncovalent
Cc1c(c(on1)C)C[C@H](C)C(=O)N(C)C,x1139,x1139,-7.850477,x0195,active-noncovalent
Cc1ccccc1n2cc(nn2)C(=O)[O-],x0178,x0178,-7.846395,x0195,active-noncovalent
c1cc(ccc1N([C@H]2CS(=O)(=O)C=C2)C(=O)CCl)F,x1307,x1307,-7.844903,x0195,active-noncovalent
c1cc(ccc1N([C@H]2CS(=O)(=O)C=C2)C(=O)CCl)F,x0791,x0791,-7.844903,x0195,active-noncovalent
c1cc(ccc1N([C@H]2CS(=O)(=O)C=C2)C(=O)CCl)F,x1447,x1447,-7.844903,x0195,active-noncovalent
c1cc(ccc1N([C@H]2CS(=O)(=O)C=C2)C(=O)CCl)F,x1375,x1375,-7.844903,x0195,active-noncovalent
c1cc(ccc1N([C@H]2CS(=O)(=O)C=C2)C(=O)CCl)F,x0717,x0717,-7.844903,x0195,active-noncovalent
Cc1c(cno1)c2csc(n2)[C@H](C)OC,x0156,x0156,-7.843478,x0749,active-covalent
Cc1c(cno1)c2csc(n2)[C@H](C)OC,x1111,x1111,-7.843478,x0749,active-covalent
Cc1cnc(s1)N2CC[NH2+]CC2,x0250,x0250,-7.842334,x0195,active-noncovalent
CC(=O)NCc1ccc(cc1)S(=O)(=O)N,x0336,x0336,-7.839079,x0749,active-covalent
Cc1ccc(c(c1)NC(=O)C[NH3+])OC,x0044,x0044,-7.838633,x0195,active-noncovalent
C[C@@H](c1cccc2c1cccc2)NC(=O)CCl,x1482,x1482,-7.837950,x0195,active-noncovalent
C[C@@H](c1cccc2c1cccc2)NC(=O)CCl,x1363,x1363,-7.837950,x0195,active-noncovalent
C[C@@H](c1cccc2c1cccc2)NC(=O)CCl,x0746,x0746,-7.837950,x0195,active-noncovalent
C[C@@H](c1cccc2c1cccc2)NC(=O)CCl,x0820,x0820,-7.837950,x0195,active-noncovalent
c1ccc2c(c1)CC3(CCOCC3)C(=O)N2,x0889,x0889,-7.835081,x0749,active-covalent
CN(C)C(=O)OCCn1ccnc1,x1264,x1264,-7.830452,x0195,active-noncovalent
CN(C)C(=O)OCCn1ccnc1,x0605,x0605,-7.830452,x0195,active-noncovalent
Cc1ccccc1C(=O)NC2CCN(CC2)C(=O)CCl,x1342,x1342,-7.828025,x0678,active-noncovalent
Cc1ccccc1C(=O)NC2CCN(CC2)C(=O)CCl,x0787,x0787,-7.828025,x0678,active-noncovalent
Cc1ccccc1C(=O)NC2CCN(CC2)C(=O)CCl,x0713,x0713,-7.828025,x0678,active-noncovalent
Cc1ccccc1C(=O)NC2CCN(CC2)C(=O)CCl,x1445,x1445,-7.828025,x0678,active-noncovalent
C[C@H]1CN(c2cccc(c2O1)F)C(=O)C,x1154,x1154,-7.827809,x0195,active-noncovalent
C[C@H]1CN(c2cccc(c2O1)F)C(=O)C,x0335,x0335,-7.827809,x0195,active-noncovalent
CC[C@H](CO)NC(=O)Nc1ccc(cc1)Cl,x0484,x0484,-7.825851,x0678,active-noncovalent
CC[C@H](CO)NC(=O)Nc1ccc(cc1)Cl,x1152,x1152,-7.825851,x0678,active-noncovalent
c1cnc(nc1)N2CCC(CC2)CO,x0575,x0575,-7.820461,x0161,active-noncovalent
c1ccc(c(c1)N)N2CCOCC2,x0172,x0172,-7.817389,x0678,active-noncovalent
CC(=O)N1CCCC2(C1)CCCCCC2,x0035,x0035,-7.816387,x1093,active-noncovalent
Cc1ccsc1C[NH2+]C(C)(C)CO,x0524,x0524,-7.816010,x0946,active-noncovalent
c1cc(c(cc1n2cc(nn2)CO)Cl)Cl,x0073,x0073,-7.814584,x0749,active-covalent
CC(=O)Nc1cccc(c1)NC(=O)COC,x0680,x0680,-7.813489,x0749,active-covalent
Cc1cc(c(c(c1)C)NC(=O)COC)C,x1281,x1281,-7.810631,x0195,active-noncovalent
Cc1cc(c(c(c1)C)NC(=O)COC)C,x0577,x0577,-7.810631,x0195,active-noncovalent
CC(C)CNC(=O)c1cc(ccc1OC)Cl,x0567,x0567,-7.808305,x0195,active-noncovalent
Cc1ccc(cc1)[C@]2(CCCN(C2)C(=O)C)C(=O)[O-],x0919,x0919,-7.807623,x1311,active-covalent
CC(C)NC(=O)N(C)[C@@H]1CCS(=O)(=O)C1,x0517,x0517,-7.805090,x0195,active-noncovalent
CC(C)NC(=O)N(C)[C@@H]1CCS(=O)(=O)C1,x1254,x1254,-7.805090,x0195,active-noncovalent
Cc1c(nc(s1)C)C(=O)N2CCCC2,x0550,x0550,-7.797816,x0678,active-noncovalent
CC(C)c1ccc(cc1)C(=O)Nc2ccccn2,x0502,x0502,-7.792404,x0678,active-noncovalent
CC(C)c1ccc(cc1)C(=O)Nc2ccccn2,x1252,x1252,-7.792404,x0678,active-noncovalent
COCc1cc(no1)C(=O)N,x0119,x0119,-7.791372,x0397,active-noncovalent
c1c([nH+]c([nH]1)C2CC2)C(=O)N,x0065,x0065,-7.790565,x0195,active-noncovalent
C[NH+](C)Cc1ccc(cc1)C#N,x0202,x0202,-7.790407,x1077,active-noncovalent
C[C@@H](CO)N(C)c1c(cccn1)F,x1183,x1183,-7.785793,x1382,active-covalent
C[C@@H](CO)N(C)c1c(cccn1)F,x1275,x1275,-7.785793,x1382,active-covalent
C[C@@H](CO)N(C)c1c(cccn1)F,x0291,x0291,-7.785793,x1382,active-covalent
CN1CCCc2c1cc(cc2)S(=O)(=O)N,x0195,x0195,-7.785240,x0195,active-noncovalent
Cn1cc(cn1)[C@@H]2CCC[C@@H]2CO,x0839,x0839,-7.783470,x0195,active-noncovalent
CCc1nc(no1)c2ccc(cc2)Cl,x0182,x0182,-7.782921,x0749,active-covalent
c1ccnc(c1)C2(CCCC2)C[NH3+],x0895,x0895,-7.781602,x1382,active-covalent
C[C@@H]1CCCN([C@@H]1C(=O)OC)C(=O)C,x0884,x0884,-7.781389,x0195,active-noncovalent
c1cc(sc1)C(=O)Nc2ccc(cc2)C#N,x0487,x0487,-7.781003,x0749,active-covalent
Cc1cccc(n1)C(=O)N[C@@H](C)C2CC2,x0355,x0355,-7.779980,x0397,active-noncovalent
Cc1c(scn1)C(=O)N2CCNC(=O)C2,x1271,x1271,-7.779962,x0195,active-noncovalent
Cc1c(scn1)C(=O)N2CCNC(=O)C2,x0123,x0123,-7.779962,x0195,active-noncovalent
c1c(ncs1)CN2CC[NH2+]CC2,x0323,x0323,-7.778632,x0195,active-noncovalent
COC(=O)C1(CCCC1)c2ccccn2,x0879,x0879,-7.777366,x0195,active-noncovalent
CC(=O)NCC[NH+]1CCCCCC1,x0468,x0468,-7.776066,x0104,active-noncovalent
CC(=O)Nc1cccc2c1non2,x0102,x0102,-7.775321,x0195,active-noncovalent
c1cc(ccc1C(=O)N2CCSCC2)Cl,x1092,x1092,-7.772902,x0749,active-covalent
c1cc(ccc1C(=O)N2CCSCC2)Cl,x0545,x0545,-7.772902,x0749,active-covalent
CCC(CC)C(=O)Nc1ccccc1O,x0131,x0131,-7.769409,x1093,active-noncovalent
Cc1ccc(c(c1)C)CN(C)C(=O)CCl,x1472,x1472,-7.768567,x0161,active-noncovalent
Cc1ccc(c(c1)C)CN(C)C(=O)CCl,x0716,x0716,-7.768567,x0161,active-noncovalent
Cc1ccc(c(c1)C)CN(C)C(=O)CCl,x1306,x1306,-7.768567,x0161,active-noncovalent
Cc1ccc(c(c1)C)CN(C)C(=O)CCl,x0790,x0790,-7.768567,x0161,active-noncovalent
Cc1ccc(c(c1)C)CN(C)C(=O)CCl,x1423,x1423,-7.768567,x0161,active-noncovalent
Cc1ccc(c(c1)C)CN(C)C(=O)CCl,x1344,x1344,-7.768567,x0161,active-noncovalent
Cc1c(sc(c1C(=O)OC)NC(=O)CCl)C,x0797,x0797,-7.760359,x0195,active-noncovalent
Cc1c(sc(c1C(=O)OC)NC(=O)CCl)C,x1450,x1450,-7.760359,x0195,active-noncovalent
Cc1c(sc(c1C(=O)OC)NC(=O)CCl)C,x0723,x0723,-7.760359,x0195,active-noncovalent
Cc1c(sc(c1C(=O)OC)NC(=O)CCl)C,x1398,x1398,-7.760359,x0195,active-noncovalent
Cc1ccc(cc1)C2(CC[NH2+]CC2)C(=O)OC,x0903,x0903,-7.760251,x0749,active-covalent
C[C@@H](CO)N(C)c1ncc(cn1)Cl,x0188,x0188,-7.759940,x0397,active-noncovalent
C[C@@H](CO)N(C)c1ncc(cn1)Cl,x1194,x1194,-7.759940,x0397,active-noncovalent
CCC(=O)Nc1ccc2c(c1)[nH]c(=O)[nH]2,x0152,x0152,-7.757938,x1093,active-noncovalent
CCC(=O)Nc1ccc2c(c1)[nH]c(=O)[nH]2,x1115,x1115,-7.757938,x1093,active-noncovalent
CCOC(=O)Nc1cccc(c1)Cl,x1105,x1105,-7.756975,x0195,active-noncovalent
CCOC(=O)Nc1cccc(c1)Cl,x0186,x0186,-7.756975,x0195,active-noncovalent
CC(C)c1ccc(cc1)C(=O)Nc2nncs2,x0327,x0327,-7.755654,x0749,active-covalent
CC(=O)Nc1ccc(cc1)c2csc(n2)N,x0054,x0054,-7.753472,x0749,active-covalent
COC(=O)COc1ccc(cc1)C#N,x0666,x0666,-7.749988,x0749,active-covalent
CC(=O)N1Cc2ccc(cc2C1)N,x0240,x0240,-7.746858,x0195,active-noncovalent
CN(C)C(=O)C1(CC1)C(=O)[O-],x0269,x0269,-7.745976,x0397,active-noncovalent
Cc1c(cccc1Cl)NC(=O)[C@@H]2CCCO2,x1290,x1290,-7.738071,x0749,active-covalent
Cc1c(cccc1Cl)NC(=O)[C@@H]2CCCO2,x1202,x1202,-7.738071,x0749,active-covalent
Cc1c(cccc1Cl)NC(=O)[C@@H]2CCCO2,x0422,x0422,-7.738071,x0749,active-covalent
c1ccc(cc1)COCC(=O)[O-],x0134,x0134,-7.729171,x0195,active-noncovalent
CCNc1ccc(nn1)C,x0563,x0563,-7.721760,x0397,active-noncovalent
c1cc(ccc1CNC(=O)N2CCOCC2)C#N,x0476,x0476,-7.719397,x0104,active-noncovalent
c1cc(ccc1CNC(=O)N2CCOCC2)C#N,x1249,x1249,-7.719397,x0104,active-noncovalent
C[C@@H]1CCCN(C1)C(=O)CO,x0602,x0602,-7.719289,x0195,active-noncovalent
C[C@@H]1CCCN(C1)C(=O)CO,x1262,x1262,-7.719289,x0195,active-noncovalent
CC1(CN(CCO1)C(=O)CC(F)(F)F)C,x0615,x0615,-7.718914,x0161,active-noncovalent
c1cc(sc1C[NH+]2CCN(CC2)C(=O)CCl)Br,x0761,x0761,-7.718728,x0104,active-noncovalent
c1cc(sc1C[NH+]2CCN(CC2)C(=O)CCl)Br,x1414,x1414,-7.718728,x0104,active-noncovalent
c1cc(sc1C[NH+]2CCN(CC2)C(=O)CCl)Br,x0687,x0687,-7.718728,x0104,active-noncovalent
c1cc(sc1C[NH+]2CCN(CC2)C(=O)CCl)Br,x1464,x1464,-7.718728,x0104,active-noncovalent
c1cc(sc1C[NH+]2CCN(CC2)C(=O)CCl)Br,x1436,x1436,-7.718728,x0104,active-noncovalent
c1cc(sc1C[NH+]2CCN(CC2)C(=O)CCl)Br,x1385,x1385,-7.718728,x0104,active-noncovalent
CS(=O)(=O)NCCc1ccccc1,x0072,x0072,-7.717687,x0195,active-noncovalent
CC(=O)N[C@H](CC(=O)[O-])C(=O)NCC#CBr,x0982,x0982,-7.707650,x0830,active-covalent
Cc1nc(no1)c2ccccc2,x1231,x1231,-7.706484,x0195,active-noncovalent
C[NH+]1CCN(CC1)C(=O)[C@H]2CCC[NH2+]2,x0650,x0650,-7.697544,x0195,active-noncovalent
C[NH+]1CCN(CC1)C(=O)[C@H]2CCC[NH2+]2,x1278,x1278,-7.697544,x0195,active-noncovalent
C[NH+]1CCN(CC1)C(=O)[C@H]2CCC[NH2+]2,x1157,x1157,-7.697544,x0195,active-noncovalent
c1cc(oc1)C(=O)N2CCN(CC2)C(=O)N,x0063,x0063,-7.692810,x0072,active-noncovalent
CC(C)NC(=O)N(C)Cc1cnn(c1)C,x0097,x0097,-7.691730,x0195,active-noncovalent
CC(C)NC(=O)N(C)Cc1cnn(c1)C,x1099,x1099,-7.691730,x0195,active-noncovalent
COC(=O)CNC(=O)C1CCCCC1,x0446,x0446,-7.687178,x0195,active-noncovalent
Cc1cccc(c1F)S(=O)(=O)NC,x0218,x0218,-7.684748,x0195,active-noncovalent
Cc1cccc(c1F)S(=O)(=O)NC,x1241,x1241,-7.684748,x0195,active-noncovalent
c1cc(cc(c1)Cl)NC(=O)C(F)(F)F,x0541,x0541,-7.684249,x0195,active-noncovalent
c1ccc2c(c1)C[C@]3(CCC[NH2+]3)C(=O)N2,x0897,x0897,-7.683729,x0161,active-noncovalent
Cc1ccccc1CC(=O)N,x0150,x0150,-7.681866,x1382,active-covalent
CC(=O)N1[C@@H]2CC[C@H]1c3cccnc3C2,x0846,x0846,-7.677588,x0397,active-noncovalent
Cc1c(c(n[nH]1)C)c2ccccc2N,x0093,x0093,-7.665974,x0678,active-noncovalent
Cc1ccc(cc1)N([C@H]2CS(=O)(=O)C=C2)C(=O)CCl,x0785,x0785,-7.663914,x0195,active-noncovalent
Cc1ccc(cc1)N([C@H]2CS(=O)(=O)C=C2)C(=O)CCl,x1374,x1374,-7.663914,x0195,active-noncovalent
Cc1ccc(cc1)N([C@H]2CS(=O)(=O)C=C2)C(=O)CCl,x1444,x1444,-7.663914,x0195,active-noncovalent
Cc1ccc(cc1)N([C@H]2CS(=O)(=O)C=C2)C(=O)CCl,x0711,x0711,-7.663914,x0195,active-noncovalent
CC(=O)N1CC[C@@H]2[C@]1(C2)c3cnc(nc3)OC,x0926,x0926,-7.661506,x0195,active-noncovalent
Cc1csc(n1)NC(=O)C2CCOCC2,x0418,x0418,-7.657047,x0749,active-covalent
COc1c(cccn1)[C@]23C[C@H]2CC[N@]3S(=O)(=O)C,x0930,x0930,-7.650466,x0195,active-noncovalent
CC(=O)N(C)c1cccnc1,x0261,x0261,-7.649648,x0107,active-noncovalent
CCC(CC)C(=O)Nc1nccs1,x0103,x0103,-7.638293,x0678,active-noncovalent
C[NH2+]Cc1cccc(c1)Cl,x1097,x1097,-7.637341,x0195,active-noncovalent
C[NH2+]Cc1cccc(c1)Cl,x0257,x0257,-7.637341,x0195,active-noncovalent
C[N@@H+]1CCC[C@H](C1)OC(=O)c2ccco2,x1155,x1155,-7.635798,x0195,active-noncovalent
C[N@@H+]1CCC[C@H](C1)OC(=O)c2ccco2,x0071,x0071,-7.635798,x0195,active-noncovalent
COC(=O)C1CC[NH+](CC1)CC(=O)N,x0613,x0613,-7.632456,x1077,active-noncovalent
COc1ccccc1c2nnco2,x0296,x0296,-7.631718,x0195,active-noncovalent
Cn1cc(cn1)[C@@H]2CCC[C@@H]2CF,x0855,x0855,-7.629183,x0678,active-noncovalent
CCNc1ccc(cc1F)S(=O)(=O)C,x1080,x1080,-7.626258,x0195,active-noncovalent
CCNc1ccc(cc1F)S(=O)(=O)C,x0592,x0592,-7.626258,x0195,active-noncovalent
CN(C)C(=O)Nc1ccc(cc1)S(=O)(=O)N,x0641,x0641,-7.623562,x0749,active-covalent
c1cc(=O)[nH]nc1,x1018,x1018,-7.623253,x0678,active-noncovalent
CC(C)(C)c1ccc(cc1)C(=O)NNC(=O)CCl,x0784,x0784,-7.619341,x0161,active-noncovalent
CC(C)(C)c1ccc(cc1)C(=O)NNC(=O)CCl,x0710,x0710,-7.619341,x0161,active-noncovalent
COC(=O)[C@@]1(CCC[NH2+]C1)c2ccc(cc2)F,x0837,x0837,-7.617676,x0195,active-noncovalent
Cc1csc(n1)CNC(=O)C2CCC2,x0639,x0639,-7.613187,x0104,active-noncovalent
CCNC(=O)c1cn[nH]n1,x0556,x0556,-7.610065,x0397,active-noncovalent
Cc1c(c(n(n1)C)C)CN2CC[NH2+]CC2,x0629,x0629,-7.609858,x0195,active-noncovalent
CC(=O)N[C@@H](CCC(=O)[O-])C(=O)NCC#CBr,x0971,x0971,-7.607946,x0831,active-covalent
CN(C)C(=O)CNc1ccccc1,x0483,x0483,-7.606360,x0749,active-covalent
C[C@@H](c1ccc(cc1)Cl)NC(=O)CCl,x0783,x0783,-7.603039,x0678,active-noncovalent
C[C@@H](c1ccc(cc1)Cl)NC(=O)CCl,x1443,x1443,-7.603039,x0678,active-noncovalent
C[C@@H](c1ccc(cc1)Cl)NC(=O)CCl,x0709,x0709,-7.603039,x0678,active-noncovalent
c1c(nns1)C(=O)N2CCOCC2,x0264,x0264,-7.600346,x0397,active-noncovalent
CC(=O)N1CCN(CC1)C(=O)CCl,x1338,x1338,-7.598186,x0195,active-noncovalent
CC(=O)N1CCN(CC1)C(=O)CCl,x0777,x0777,-7.598186,x0195,active-noncovalent
CC(=O)N1CCN(CC1)C(=O)CCl,x0703,x0703,-7.598186,x0195,active-noncovalent
CC(=O)N1CCN(CC1)C(=O)CCl,x1493,x1493,-7.598186,x0195,active-noncovalent
CC(=O)N1CCN(CC1)C(=O)CCl,x1421,x1421,-7.598186,x0195,active-noncovalent
c1cc(sc1)c2[nH]ccn2,x0155,x0155,-7.597924,x0749,active-covalent
COCC(=O)NCc1ccccc1,x0682,x0682,-7.594203,x0678,active-noncovalent
CC(CO)(CO)NC(=O)Nc1ccccc1,x0634,x0634,-7.592712,x0749,active-covalent
CNC(=O)c1ccc(cc1)CS(=O)(=O)C,x0169,x0169,-7.576478,x0678,active-noncovalent
CNC(=O)c1ccc(cc1)CS(=O)(=O)C,x1289,x1289,-7.576478,x0678,active-noncovalent
c1c[nH]ncc1=O,x1041,x1041,-7.560664,x0678,active-noncovalent
c1ccc(c(c1)C[NH3+])OC(F)(F)F,x0100,x0100,-7.556645,x0195,active-noncovalent
Cc1ccc(cc1)S(=O)(=O)[N@](C)CCC#N,x0206,x0206,-7.553104,x0678,active-noncovalent
Cc1ccc(c(c1)F)C(=O)N,x0298,x0298,-7.552393,x0678,active-noncovalent
COc1cccc2c1cc[nH]2,x0346,x0346,-7.549317,x0195,active-noncovalent
C[C@H](CS(=O)(=O)N)c1ccccc1,x0079,x0079,-7.548541,x0195,active-noncovalent
C[C@H](CS(=O)(=O)N)c1ccccc1,x1191,x1191,-7.548541,x0195,active-noncovalent
CC(=O)Nc1cccc(c1)NC(=O)N,x0236,x0236,-7.542804,x0749,active-covalent
CC(=O)c1ccc(cc1)OC(F)F,x0041,x0041,-7.542289,x0749,active-covalent
