SMILES,TITLE,fragments
CS(=O)(=O)N1CCc2c(NC(=O)Nc3cccnc3)cccc21,6318,x0434
O=C(NCc1ccn(-c2ccc(Br)cc2)n1)Nc1cccnc1,6319,x0434
O=C(NCCN1CC2C3C=CC(CC3)C2C1)Nc1cccnc1,6320,x0434
Cc1nn(-c2ccccc2)nc1CNC(=O)Nc1cccnc1,6321,x0434
Cc1cc(Oc2ccc(NC(=O)Nc3cccnc3)cc2)[nH]n1,6322,x0434
Cc1ccc(N2CCC[C@@H]2CNC(=O)Nc2cccnc2)cc1,6323,x0434
COC(=O)c1cc(NC(=O)Nc2cccnc2)cc2[nH]ccc12,6324,x0434
Cn1ccnc1C(NC(=O)Nc1cccnc1)c1nccn1C,6325,x0434
Cc1ccc(N2CCCC2CNC(=O)Nc2cccnc2)cc1,6326,x0434
O=C(NCC1(c2ccccn2)CCOCC1)Nc1cccnc1,6327,x0434
Cc1ccc(-c2ccccc2)c(NC(=O)Nc2cccnc2)c1,6328,x0434
CCOc1ccc2cc(NC(=O)Nc3cccnc3)ccc2c1,6329,x0434
COC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)Nc1cccnc1,6330,x0434
O=C1CCC(NC(=O)Nc2cccnc2)(c2ccccc2)CN1,6331,x0434
O=C(Nc1cccnc1)NC1CCCN(c2ccccc2F)C1,6332,x0434
O=C(Nc1cccnc1)NC(c1ccccc1F)C1CCCC1,6333,x0434
Cn1ccc(N2CCCC(NC(=O)Nc3cccnc3)C2=O)n1,6334,x0434
CCCCC(C)(NC(=O)Nc1cccnc1)c1cccc(Br)c1,6335,x0434
O=C(Nc1cccnc1)Nc1ccccc1Cc1cccnc1,6336,x0434
Cn1c(C2CC2)nc2cc(NC(=O)Nc3cccnc3)ccc21,6337,x0434
CN(C)c1ccc2cc(NC(=O)Nc3cccnc3)ccc2c1,6338,x0434
O=C(Nc1ccc(Oc2cccnn2)cc1)Nc1cccnc1,6339,x0434
CC(O)C(C)(CNC(=O)Nc1cccnc1)Cc1ccccc1,6340,x0434
O=C(Nc1cccnc1)NC(Cc1cccc(Br)c1)CC1CC1,6341,x0434
O=C(NCc1ncc(-c2cccc(Br)c2)o1)Nc1cccnc1,6342,x0434
COc1ccc(OC)c(CCCNC(=O)Nc2cccnc2)c1,6343,x0434
O=C(Nc1cccnc1)NC1(Cc2ccc(Cl)cc2)CCOC1,6344,x0434
O=C(Nc1cccnc1)Nc1ccc2cnn(CCCO)c2c1,6345,x0434
O=C(Nc1cccnc1)Nc1cccc(-c2ccncc2)c1F,6346,x0434
Cc1ccc(-c2ccc(NC(=O)Nc3cccnc3)cc2F)s1,6347,x0434
O=C(NCC1CN(c2ccccc2)C(=O)O1)Nc1cccnc1,6348,x0434
CCOC(=O)Cc1ccc(CNC(=O)Nc2cccnc2)cc1,6349,x0434
Cc1ccc(CNC(=O)Nc2cccnc2)c(-n2cncn2)n1,6350,x0434
O=C(Nc1cccnc1)Nc1cccc(-c2ccc(O)nc2)c1,6351,x0434
CC(NC(=O)Nc1cccnc1)c1ncc(-c2ccccc2)o1,6352,x0434
Cc1ccc(CNC(=O)Nc2cccnc2)c(N2CCCC2)n1,6353,x0434
CC1CN(Cc2ccccc2)CC1NC(=O)Nc1cccnc1,6354,x0434
COc1ccc(C(OC)C(C)NC(=O)Nc2cccnc2)cc1,6355,x0434
CC(C)(c1ccc(F)cc1)C1(NC(=O)Nc2cccnc2)CC1,6356,x0434
O=C(Nc1ccc(N2CCOCC2=O)cc1)Nc1cccnc1,6357,x0434
O=C(Nc1cccnc1)NC1CCN(c2ccc(Cl)cc2)C1=O,6358,x0434
CCOCCCN1CCC(NC(=O)Nc2cccnc2)C(C)C1,6359,x0434
COC(=O)c1ccc([C@@H](C)NC(=O)Nc2cccnc2)cc1C,6360,x0434
O=C(Nc1cccnc1)NC(Cc1ccccc1)c1ccco1,6361,x0434
O=C(Nc1cccnc1)NC1CCN(c2ccc(Br)cc2)C1=O,6362,x0434
Cn1cc(-c2ccccc2CNC(=O)Nc2cccnc2)cn1,6363,x0434
CC1(C)Cc2cccc(CCNC(=O)Nc3cccnc3)c2O1,6364,x0434
O=C(Nc1cccnc1)NC1(c2ccccc2F)CCCCC1,6365,x0434
CC(C)(C)Sc1c(F)cc(NC(=O)Nc2cccnc2)cc1F,6366,x0434
O=C(Nc1cccnc1)NC1CCN(c2ccc(Cl)cc2F)C1,6367,x0434
CCC(CC)(CNC(=O)Nc1cccnc1)c1ccc(Cl)cc1,6368,x0434
COCCN(C)c1ccccc1CNC(=O)Nc1cccnc1,6369,x0434
CCOC(=O)C(CC1CC=CCC1)NC(=O)Nc1cccnc1,6370,x0434
CNS(=O)(=O)Cc1cccc(CNC(=O)Nc2cccnc2)c1,6371,x0434
CCCCOc1ccc(CNC(=O)Nc2cccnc2)cc1Cl,6372,x0434
O=C(Nc1cccnc1)NC(c1cccnc1)c1ccccn1,6373,x0434
O=C(NCc1nc(-c2cccc(O)c2)no1)Nc1cccnc1,6374,x0434
O=C(Nc1cccnc1)NC(c1ccc(Cl)cc1Cl)C(F)(F)F,6375,x0434
CS(=O)(=O)CCOc1cccc(NC(=O)Nc2cccnc2)c1,6376,x0434
Cc1ccc(NC(=O)Nc2cccnc2)cc1C(=O)NC1CC1,6377,x0434
O=C(Nc1cccnc1)NC(CCc1ccccc1)C(F)(F)F,6378,x0434
O=C(NCCNc1ncnc2ccccc12)Nc1cccnc1,6379,x0434
Cc1ccc(NC(=O)Nc2cccnc2)cc1C(=O)NC(C)C,6380,x0434
CC(C)S(=O)(=O)Cc1cccc(NC(=O)Nc2cccnc2)c1,6381,x0434
O=C(NCCCc1ccnc2ccccc12)Nc1cccnc1,6382,x0434
CC(C)Oc1cccc(C(O)CNC(=O)Nc2cccnc2)c1,6383,x0434
Cn1cnc(CCNC(=O)Nc2cccnc2)n1,6384,x0434
CCOC(=O)c1cc(OC)ccc1NC(=O)Nc1cccnc1,6385,x0434
O=C(NCc1ccc(Cl)cc1F)Nc1cccnc1,6386,x0434
O=C(Nc1cccnc1)Nc1cnn(-c2ncc(Cl)cc2Cl)c1,6387,x0434
COc1cc(-n2ccnc2)ccc1NC(=O)Nc1cccnc1,6388,x0434
CN(C)CCOc1ncccc1CNC(=O)Nc1cccnc1,6389,x0434
O=C(NCCc1ccccc1O)Nc1cccnc1,6390,x0434
O=C(NCC1CCC(F)CC1)Nc1cccnc1,6391,x0434
Cc1ccccc1C1(NC(=O)Nc2cccnc2)CCCCC1,6392,x0434
CCN(CC)CCC(C)NC(=O)Nc1cccnc1,6393,x0434
Cc1ccnc(-c2ccc(NC(=O)Nc3cccnc3)cc2)n1,6394,x0434
O=C(Nc1cccnc1)NC1CC2CCC(C2)C1,6395,x0434
O=C(NCCc1cc(Cl)c2c(c1)OCCO2)Nc1cccnc1,6396,x0434
CC(C)CNC(=O)CCNC(=O)Nc1cccnc1,6397,x0434
CC(C)OCC(C)(C)NC(=O)Nc1cccnc1,6398,x0434
Cc1ccnc(-c2cccc(NC(=O)Nc3cccnc3)c2)n1,6399,x0434
CC(C)(C)NC(=O)CCNC(=O)Nc1cccnc1,6400,x0434
CCN(Cc1cccc(NC(=O)Nc2cccnc2)c1)C(C)=O,6401,x0434
CC(NC(=O)Nc1cccnc1)C1CCCCO1,6402,x0434
CCN(CC)C(=O)CCNC(=O)Nc1cccnc1,6403,x0434
O=C(Nc1cccnc1)Nc1ccc(F)c(Br)c1,6404,x0434
CC(C)(C)NC(=O)c1ccccc1NC(=O)Nc1cccnc1,6405,x0434
O=C(Nc1cccnc1)NC1(Cc2ccccc2)CCOCC1,6406,x0434
CCS(=O)(=O)N(C)CCNC(=O)Nc1cccnc1,6407,x0434
Cc1ccnc(CNC(=O)Nc2cccnc2)c1,6408,x0434
O=C(Nc1cccnc1)Nc1ccc(OCC(F)(F)F)c(F)c1,6409,x0434
O=C(NCc1ccc(F)c(F)c1)Nc1cccnc1,6410,x0434
Cc1cc(O)cc(NC(=O)Nc2cccnc2)c1,6411,x0434
O=C(Nc1cccnc1)Nc1ccc(OC2CCCC2)c(F)c1,6412,x0434
CC(NC(=O)Nc1cccnc1)C1(c2ccccc2)CCCC1,6413,x0434
COc1ccc(NC(=O)Nc2cccnc2)c(C)c1,6414,x0434
O=C(NCc1ccncc1Br)Nc1cccnc1,6415,x0434
O=C(NCc1c(Cl)cccc1-n1ccnc1)Nc1cccnc1,6416,x0434
O=C(NCc1cn2ccsc2n1)Nc1cccnc1,6417,x0434
CC1(C)CCCC(NC(=O)Nc2cccnc2)C1,6418,x0434
O=C(NCC1(CO)CC1c1ccc(F)cc1)Nc1cccnc1,6419,x0434
Cc1cc(N2CCOCC2)ccc1NC(=O)Nc1cccnc1,6420,x0434
O=C(Nc1cccnc1)Nc1ccc2[nH]cnc2c1,6421,x0434
COc1cncc(NC(=O)Nc2cccnc2)c1,6422,x0434
O=C(NCC1(c2ccccc2)CCOCC1)Nc1cccnc1,6423,x0434
CN1CC(CNC(=O)Nc2cccnc2)CC1=O,6424,x0434
O=C(NCCCNC(=O)c1ccccc1F)Nc1cccnc1,6425,x0434
CCOC(=O)C(CCOC(C)(C)C)NC(=O)Nc1cccnc1,6426,x0434
O=C(NCC1(c2c(Cl)cccc2Cl)CCC1)Nc1cccnc1,6427,x0434
COCC1(NC(=O)Nc2cccnc2)CCCC1,6428,x0434
O=C(Nc1cccnc1)NC(CC(F)(F)F)c1ccc(Br)cc1,6429,x0434
CCOC(=O)N(C)c1ccc(NC(=O)Nc2cccnc2)cc1,6430,x0434
O=C(Nc1cccnc1)NC(c1ccccc1)C1CCOCC1,6431,x0434
Cc1ccc(C(CC(F)(F)F)NC(=O)Nc2cccnc2)cc1,6432,x0434
O=C(NCc1ccc[n+]([O-])c1)Nc1cccnc1,6433,x0434
O=C(Nc1cccnc1)Nc1cc(Cl)ccc1N1CCSCC1,6434,x0434
CCc1cc(CNC(=O)Nc2cccnc2)no1,6435,x0434
O=C(NCCN1C(=O)COc2ccccc21)Nc1cccnc1,6436,x0434
NC(=O)C1(NC(=O)Nc2cccnc2)C2CC3CC(C2)CC1C3,6437,x0434
O=C(NCc1ccccc1N1CCOCC1)Nc1cccnc1,6438,x0434
COC(=O)C(C)CCNC(=O)Nc1cccnc1,6439,x0434
O=C(Nc1cccnc1)Nc1cccc(CN2CCCC2=O)c1,6440,x0434
O=C(Nc1cccnc1)NC(c1ccccc1)c1cccnc1,6441,x0434
O=C(Nc1cccnc1)Nc1cncc(CO)c1,6442,x0434
O=C(Nc1ccc(N2C(=O)CNC2=O)cc1)Nc1cccnc1,6443,x0434
O=C(Nc1cccnc1)NC1(C23CC4CC(CC(C4)C2)C3)CC1,6444,x0434
O=C(NCc1cccnc1F)Nc1cccnc1,6445,x0434
COc1cccc2cc(C(C)NC(=O)Nc3cccnc3)oc12,6446,x0434
O=C(NCCc1ccc(OC(F)(F)F)cc1)Nc1cccnc1,6447,x0434
COC1CCCC(NC(=O)Nc2cccnc2)C1,6448,x0434
CCC(=O)N1CCc2ccc(NC(=O)Nc3cccnc3)cc21,6449,x0434
O=C(Nc1cccnc1)NC1(c2ccccc2Br)CCCCC1,6450,x0434
CCCCOc1ccc(C(C)NC(=O)Nc2cccnc2)cc1,6451,x0434
O=C(NCc1cc(Cl)sc1Cl)Nc1cccnc1,6452,x0434
Cc1cc2ccccc2n1CCCNC(=O)Nc1cccnc1,6453,x0434
O=C(Nc1cccnc1)NC(Cn1cccn1)c1ccccc1,6454,x0434
CCc1ncc(CNC(=O)Nc2cccnc2)[nH]1,6455,x0434
O=C(Nc1cccnc1)Nc1ccccc1CN1CCNC1=O,6456,x0434
CCOCCOc1ccc(Cl)cc1NC(=O)Nc1cccnc1,6457,x0434
COc1ccc(C(=O)N(C)C)cc1NC(=O)Nc1cccnc1,6458,x0434
Cn1ncnc1CCNC(=O)Nc1cccnc1,6459,x0434
O=C(Nc1cccnc1)Nc1ccccc1OC1CCCCC1,6460,x0434
CN(C)CC(=O)Nc1ccc(NC(=O)Nc2cccnc2)cc1,6461,x0434
O=C(NCc1cccc(N2CCCC2=O)c1)Nc1cccnc1,6462,x0434
CC(C)C1CCCC1NC(=O)Nc1cccnc1,6463,x0434
CN(CCc1ccccn1)C(=O)CNC(=O)Nc1cccnc1,6464,x0434
O=C(NCc1ccc(OCC(F)(F)F)nc1)Nc1cccnc1,6465,x0434
C=CCn1cc(NC(=O)Nc2cccnc2)cn1,6466,x0434
O=C(Nc1cccnc1)Nc1ccc(F)c(N2CCCC2=O)c1,6467,x0434
O=C(Nc1cccnc1)Nc1cnn(Cc2ccc(F)cc2)c1,6468,x0434
O=C(Nc1cccnc1)NC(c1ccccc1)c1ccccn1,6469,x0434
Cc1cc(NC(=O)Nc2cccnc2)c[nH]c1=O,6470,x0434
O=C(CCCNC(=O)Nc1cccnc1)Nc1ccc(Cl)cc1,6471,x0434
COc1cc(Br)c(CCNC(=O)Nc2cccnc2)cc1OC,6472,x0434
O=C(Nc1cccnc1)NC1CCN(C(=O)CC(F)(F)F)CC1,6473,x0434
CCOc1cc(NC(=O)Nc2cccnc2)cc(OCC)c1,6474,x0434
NC(=O)c1ccccc1NC(=O)CNC(=O)Nc1cccnc1,6475,x0434
Cc1nccn1-c1ncccc1CNC(=O)Nc1cccnc1,6476,x0434
CC(CC(O)c1ccc(F)cc1)NC(=O)Nc1cccnc1,6477,x0434
Cc1nc(C(NC(=O)Nc2cccnc2)c2ccccc2)no1,6478,x0434
COc1ccc(C(NC(=O)Nc2cccnc2)C(F)(F)F)cc1,6479,x0434
COc1cc(CNC(=O)Nc2cccnc2)ccc1OC(C)C,6480,x0434
O=C(NCCc1ccc2c(c1)CCOC2)Nc1cccnc1,6481,x0434
O=C(NCc1ccc(OC2CCCC2)cc1)Nc1cccnc1,6482,x0434
CN(C)S(=O)(=O)c1ccc(O)c(NC(=O)Nc2cccnc2)c1,6483,x0434
O=C(Nc1cccnc1)Nc1cnn(CCN2CCOCC2)c1,6484,x0434
CCCOc1ccc(CNC(=O)Nc2cccnc2)c(C)c1,6485,x0434
COc1cc(NC(=O)Nc2cccnc2)c(C(N)=O)cc1OC,6486,x0434
CC1(C)CCc2sc(CNC(=O)Nc3cccnc3)cc2C1,6487,x0434
CCCC[C@@H](NC(=O)Nc1cccnc1)C(=O)OC(C)(C)C,6488,x0434
O=C(NCCOc1ccccc1C(F)(F)F)Nc1cccnc1,6489,x0434
CC(C)N(C)C(=O)c1ccccc1NC(=O)Nc1cccnc1,6490,x0434
CC(C)(Cc1ccc(C#N)cc1)NC(=O)Nc1cccnc1,6491,x0434
O=C(Nc1cccnc1)NC1(Cc2cccc(F)c2)CCC1,6492,x0434
O=C(Nc1cccnc1)Nc1cccc(OCC2CCCO2)c1,6493,x0434
O=C(NCCOc1ccc(C(F)(F)F)cn1)Nc1cccnc1,6494,x0434
O=C(NCC1(Sc2ccc(Br)cc2)CC1)Nc1cccnc1,6495,x0434
COc1ccc2c(c1)OCCC2NC(=O)Nc1cccnc1,6496,x0434
CCNC(=O)COc1ccc(NC(=O)Nc2cccnc2)cc1,6497,x0434
O=C(NCC1(Cc2cccc(Br)c2)CC1)Nc1cccnc1,6498,x0434
O=C(NCCc1nc(C2CCCO2)n[nH]1)Nc1cccnc1,6499,x0434
COc1cnc(C(C)(C)NC(=O)Nc2cccnc2)[nH]c1=O,6500,x0434
O=C(Nc1ccc(CN2CCCCC2)cc1)Nc1cccnc1,6501,x0434
O=C(Nc1cccnc1)NC(c1cc(F)cc(Br)c1)C1CC1,6502,x0434
CC(C)c1ccccc1C(C)(C)NC(=O)Nc1cccnc1,6503,x0434
COc1ccc(NC(=O)Nc2cccnc2)cc1NS(C)(=O)=O,6504,x0434
Cn1ccc2ccc(NC(=O)Nc3cccnc3)cc2c1=O,6505,x0434
O=C(Nc1cccnc1)Nc1cccc(S(F)(F)(F)(F)F)c1,6506,x0434
O=C(NCc1nc2cc(Cl)c(Cl)cc2[nH]1)Nc1cccnc1,6507,x0434
CC(C)(CNC(=O)Nc1cccnc1)c1ccc(Br)cc1Cl,6508,x0434
CC(C)C(=O)Nc1ccc(CNC(=O)Nc2cccnc2)cc1,6509,x0434
COc1ccc(Cl)cc1C(O)CNC(=O)Nc1cccnc1,6510,x0434
CCS(=O)(=O)Nc1ccc(CNC(=O)Nc2cccnc2)cc1,6511,x0434
CC(NC(=O)Nc1cccnc1)c1ccc(C(C)(F)F)cc1,6512,x0434
O=C(NCCOc1c(Cl)cc(Br)cc1Cl)Nc1cccnc1,6513,x0434
CCOC1CC(NC(=O)Nc2cccnc2)C12CCCCC2,6514,x0434
CN1CCc2ccc(NC(=O)Nc3cccnc3)cc2C1=O,6515,x0434
O=C(NCCc1c[nH]c2cccc(Br)c12)Nc1cccnc1,6516,x0434
Cc1cc(C)c2c(c1)[C@@H](NC(=O)Nc1cccnc1)CCO2,6517,x0434
Cc1cc(CC(C)(C)NC(=O)Nc2cccnc2)ccc1Br,6518,x0434
CNC(=O)c1ccc(CCNC(=O)Nc2cccnc2)cc1,6519,x0434
COc1ccc(Br)cc1C1(NC(=O)Nc2cccnc2)CC1,6520,x0434
COc1cc(NC(=O)Nc2cccnc2)cc(C(F)(F)F)c1,6521,x0434
Cc1cnnn1-c1ccc(NC(=O)Nc2cccnc2)cc1,6522,x0434
C#CC(NC(=O)Nc1cccnc1)C1CCc2ccccc21,6523,x0434
Cc1cccc(C2(CNC(=O)Nc3cccnc3)CC2)c1C,6524,x0434
O=C(NCCc1cc(C(F)(F)F)ccn1)Nc1cccnc1,6525,x0434
O=C(NCCc1c[nH]c2ccc(O)cc12)Nc1cccnc1,6526,x0434
O=C(Nc1cccnc1)NC(CC1CCC1)c1ccccc1,6527,x0434
COC(=O)c1cc(NC(=O)Nc2cccnc2)cnc1OC,6528,x0434
CC(C)(C)c1cc(Br)cc(NC(=O)Nc2cccnc2)c1O,6529,x0434
CC(C)(C)C(=O)c1ccc(NC(=O)Nc2cccnc2)cc1,6530,x0434
COc1cc(OC)c(CCNC(=O)Nc2cccnc2)cn1,6531,x0434
CC1(C)C=Cc2cccc(NC(=O)Nc3cccnc3)c2O1,6532,x0434
CCc1ccc2c(c1)[C@@H](NC(=O)Nc1cccnc1)CCO2,6533,x0434
CCOC(=O)CC(NC(=O)Nc1cccnc1)c1nccs1,6534,x0434
COc1ccc2c(c1)CC(NC(=O)Nc1cccnc1)CC2,6535,x0434
COC(=O)CC1CCC(CNC(=O)Nc2cccnc2)CC1,6536,x0434
O=C(NCc1ccc2cc(O)ccc2c1)Nc1cccnc1,6537,x0434
O=C(Nc1cccnc1)NC1(Cc2ccc(Cl)cc2)CCC1,6538,x0434
Cc1c(CNC(=O)Nc2cccnc2)n(C)c2ccccc12,6539,x0434
Cc1c(NC(=O)Nc2cccnc2)cnn1C1CCOCC1,6540,x0434
COc1ccc(CCCNC(=O)Nc2cccnc2)cc1O,6541,x0434
CN1C(=O)COc2cccc(NC(=O)Nc3cccnc3)c21,6542,x0434
Cn1ccc2c(NC(=O)Nc3cccnc3)cccc2c1=O,6543,x0434
COc1ccc2c(c1)[C@@H](NC(=O)Nc1cccnc1)CCC2,6544,x0434
CNC(=O)N1CCCCC1CCNC(=O)Nc1cccnc1,6545,x0434
CC1CC(C)(C)c2cccc(NC(=O)Nc3cccnc3)c21,6546,x0434
COc1cc(NC(=O)Nc2cccnc2)cc2ccccc12,6547,x0434
CCOC(=O)CCCCCCCNC(=O)Nc1cccnc1,6548,x0434
CCCC(NC(=O)Nc1cccnc1)C(O)c1ccccc1,6549,x0434
O=C(NCC(=O)OCc1ccc(Cl)cc1)Nc1cccnc1,6550,x0434
CNC(=O)Nc1cc(NC(=O)Nc2cccnc2)ccc1F,6551,x0434
O=C(NCc1ccccc1-c1ncc[nH]1)Nc1cccnc1,6552,x0434
COCCOCCOCC(O)CNC(=O)Nc1cccnc1,6553,x0434
O=C(NCc1nc2cc(F)c(Cl)cc2[nH]1)Nc1cccnc1,6554,x0434
CCS(=O)(=O)c1cccc(CNC(=O)Nc2cccnc2)c1,6555,x0434
COc1ccc2nnc(CNC(=O)Nc3cccnc3)n2n1,6556,x0434
O=C(Nc1cccnc1)NC1CCCOc2cc(Cl)ccc21,6557,x0434
Cc1cccc2nc(CCNC(=O)Nc3cccnc3)cn12,6558,x0434
O=C(Nc1cccnc1)N[C@@H]1CCOc2c(F)ccc(F)c21,6559,x0434
CC(NC(=O)Nc1cccnc1)c1cc(Cl)cc2c1OCC2,6560,x0434
C[C@H](NC(=O)Nc1cccnc1)c1ccc(C(C)(C)C)cc1,6561,x0434
CC(C)(COc1ncccc1Br)NC(=O)Nc1cccnc1,6562,x0434
O=C(NCc1ccc(-c2cnco2)cc1)Nc1cccnc1,6563,x0434
O=C(NCC(O)c1cc(F)c(F)c(F)c1)Nc1cccnc1,6564,x0434
O=C(Nc1cccnc1)NC1CCC(c2cccc(Cl)c2)C1,6565,x0434
COC(=O)C(NC(=O)Nc1cccnc1)C1(OC)CCCC1,6566,x0434
O=C(Nc1cccnc1)NC1CCOC2(CCS(=O)(=O)C2)C1,6567,x0434
CCOC(=O)C(CC1CCOC1)NC(=O)Nc1cccnc1,6568,x0434
O=C(Nc1cccnc1)NC1CCC(c2cccc(F)c2)C1,6569,x0434
O=C(NCC1(O)C2CC3CC(C2)CC1C3)Nc1cccnc1,6570,x0434
Cn1cnc(-c2ccc(NC(=O)Nc3cccnc3)cc2)n1,6571,x0434
O=C(NCCNC(=O)c1ccc(Br)cn1)Nc1cccnc1,6572,x0434
CC1(C)CCc2nc(CNC(=O)Nc3cccnc3)sc2C1,6573,x0434
Cn1c(=O)oc2cc(CNC(=O)Nc3cccnc3)ccc21,6574,x0434
O=C(NCc1nc(-c2ccncc2)n[nH]1)Nc1cccnc1,6575,x0434
O=C(Nc1cccnc1)Nc1ccc(-c2ncno2)cc1Cl,6576,x0434
CN1CCC2(CCC(NC(=O)Nc3cccnc3)CC2)CC1,6577,x0434
Cc1c(C)c(C)c(CNC(=O)Nc2cccnc2)c(C)c1C,6578,x0434
CC(C)(CNC(=O)Nc1cccnc1)Cc1cccc(Cl)c1,6579,x0434
COC(=O)C(NC(=O)Nc1cccnc1)c1ccccc1O,6580,x0434
O=C(NCc1cccc(-n2ccnc2)c1)Nc1cccnc1,6581,x0434
O=C(NCC1C2CCc3ccccc3C21)Nc1cccnc1,6582,x0434
Cc1ccc(C2CCCC2NC(=O)Nc2cccnc2)cc1,6583,x0434
CC(=O)Nc1c(F)ccc(NC(=O)Nc2cccnc2)c1F,6584,x0434
O=C(NCc1ccc(-c2ccco2)cc1)Nc1cccnc1,6585,x0434
Cc1ccc(NC(=O)Nc2cccnc2)c(C(=O)N(C)C)c1,6586,x0434
O=C(NCc1nc2cc(F)c(F)cc2[nH]1)Nc1cccnc1,6587,x0434
O=C(Nc1cccnc1)NC(CC1CC1)c1ccc(Cl)cc1,6588,x0434
CN1CCc2c(NC(=O)Nc3cccnc3)cccc2C1=O,6589,x0434
CCC(CNC(=O)Nc1cccnc1)Cc1cccc(Br)c1,6590,x0434
Cn1cnc2ccc(NC(=O)Nc3cccnc3)cc2c1=O,6591,x0434
CCOC(=O)C(NC(=O)Nc1cccnc1)C1CCCOC1,6592,x0434
O=C(Nc1cccnc1)NC1(c2ccccc2F)CCCC1,6593,x0434
C=CCn1ncc2ccc(NC(=O)Nc3cccnc3)cc21,6594,x0434
CCc1ccc(NC(=O)Nc2cccnc2)cc1S(N)(=O)=O,6595,x0434
CC(C)c1nc2n(n1)CC(NC(=O)Nc1cccnc1)CC2,6596,x0434
CNC(=O)c1cccc(CCNC(=O)Nc2cccnc2)c1,6597,x0434
CC(O)CC(CNC(=O)Nc1cccnc1)c1ccccc1,6598,x0434
CC(NC(=O)Nc1cccnc1)c1cc2cccc(F)c2o1,6599,x0434
C[C@@H](NC(=O)Nc1cccnc1)c1cccc2ccccc12,6600,x0434
Cc1cccnc1C(NC(=O)Nc1cccnc1)C(C)(C)C,6601,x0434
CCc1cccc2c1OCCC2NC(=O)Nc1cccnc1,6602,x0434
CC1CCc2nc(C(C)NC(=O)Nc3cccnc3)sc2C1,6603,x0434
C[C@H](NC(=O)Nc1cccnc1)c1ccc(S(N)(=O)=O)cc1,6604,x0434
CCC1(c2ccc(Br)cc2)CC1NC(=O)Nc1cccnc1,6605,x0434
O=C(NCCn1cnc2ccsc2c1=O)Nc1cccnc1,6606,x0434
CN(C)c1ccc(NC(=O)Nc2cccnc2)c(C(N)=O)c1,6607,x0434
Cc1cc(NC(=O)CNC(=O)Nc2cccnc2)ccc1Br,6608,x0434
COCCOc1ccc(CNC(=O)Nc2cccnc2)nn1,6609,x0434
O=C(NCC1(c2cccc(Br)c2)CCC1)Nc1cccnc1,6610,x0434
CCCOc1ccc(NC(=O)Nc2cccnc2)cc1OC,6611,x0434
CCN(C(=O)CNC(=O)Nc1cccnc1)c1ccccc1,6612,x0434
O=C(Nc1cccnc1)Nc1cnn(-c2ncccc2Cl)c1,6613,x0434
CCCC(NC(=O)Nc1cccnc1)c1ccc(Cl)c(Cl)c1,6614,x0434
O=C(NCc1cc(-c2ccccc2)[nH]n1)Nc1cccnc1,6615,x0434
CN(C)C(=O)C(NC(=O)Nc1cccnc1)c1ccccc1,6616,x0434
O=C(Nc1cccnc1)NC1CS(=O)(=O)Cc2ccccc21,6617,x0434
O=C(Nc1cccnc1)Nc1cnc(N2CCOCC2)nc1,6618,x0434
CCC(COc1ccccc1F)NC(=O)Nc1cccnc1,6619,x0434
O=C(Nc1cccnc1)NC(c1ccc(Cl)cc1)C(F)(F)F,6620,x0434
Cc1cc(NC(=O)Nc2cccnc2)ccc1-n1ccnc1,6621,x0434
COC(=O)c1cc(NC(=O)Nc2cccnc2)cc(C)c1C,6622,x0434
CCC(CC)(CNC(=O)Nc1cccnc1)N1CCOCC1,6623,x0434
O=C(Nc1cccnc1)NC1(c2nnn[nH]2)CCCCCC1,6624,x0434
CC(C)c1nc2ccc(NC(=O)Nc3cccnc3)cc2s1,6625,x0434
O=C(NCCCc1nc2ncccc2[nH]1)Nc1cccnc1,6626,x0434
O=C(NCCNc1ccc([N+](=O)[O-])cc1)Nc1cccnc1,6627,x0434
O=C(NCc1ccc(-c2ccccc2)s1)Nc1cccnc1,6628,x0434
CCC(CNC(=O)Nc1cccnc1)Oc1ccccc1Cl,6629,x0434
CC[C@H](C)[C@H](NC(=O)Nc1cccnc1)C(=O)OC(C)(C)C,6630,x0434
CC(C)(C)CC(NC(=O)Nc1cccnc1)c1ccccc1,6631,x0434
CCC(CC)C(NC(=O)Nc1cccnc1)c1ccccc1,6632,x0434
O=C(NCCC1CCc2ccccc2C1)Nc1cccnc1,6633,x0434
COCCOCc1cccc(NC(=O)Nc2cccnc2)c1,6634,x0434
CNC(=O)Nc1ccc(CNC(=O)Nc2cccnc2)cc1,6635,x0434
Cc1ccc(C(C)(CO)NC(=O)Nc2cccnc2)cc1C,6636,x0434
COCCOCc1ccc(NC(=O)Nc2cccnc2)cc1,6637,x0434
CC(C#N)Oc1cc(F)ccc1NC(=O)Nc1cccnc1,6638,x0434
O=C(Nc1cccnc1)Nc1ccc2[nH]c(C(F)F)nc2c1,6639,x0434
COc1ccccc1C(C)(C)CNC(=O)Nc1cccnc1,6640,x0434
O=C(NCCCCOCc1ccccc1)Nc1cccnc1,6641,x0434
O=C(NCCCn1ccc(C(F)(F)F)n1)Nc1cccnc1,6642,x0434
O=C(Nc1cccnc1)NC(c1cc(F)ccc1F)C(F)F,6643,x0434
O=C(Nc1cccnc1)Nc1ccccc1Cn1cccn1,6644,x0434
COC(c1ccc(F)cc1)C(C)NC(=O)Nc1cccnc1,6645,x0434
