SMILES,TITLE,docked_fragment,site,inspiration frags,Chemgauss4
c1cc(cnc1)NC(=O)NCc2ccc3c(c2)CNC3=O,8556,x0434,active-noncovalent,x0434,-4.969230
c1cc(cc(c1)NC(=O)CNC(=O)Nc2cccnc2)C(=O)N,12241,x0434,active-noncovalent,x0434,-4.968562
c1cc(cnc1)NC(=O)Nc2ccc(cc2)N3CCCCC3,10478,x0434,active-noncovalent,x0434,-4.968524
c1ccn2c(c1)nn(c2=O)CCNC(=O)Nc3cccnc3,4725,x0434,active-noncovalent,x0434,-4.967910
Cc1c(non1)CNC(=O)Nc2cccnc2,3624,x0434,active-noncovalent,x0434,-4.967811
c1ccc(cc1)COC(=O)Nc2ccc(cc2)NC(=O)Nc3cccnc3,11768,x0434,active-noncovalent,x0434,-4.967637
C[C@@H]1[C@H](O[C@@H]([C@H]1NC(=O)Nc2cccnc2)C)C,13070,x0434,active-noncovalent,x0434,-4.966249
CC[C@@H](C[NH2+]CC)NC(=O)Nc1cccnc1,13163,x0434,active-noncovalent,x0434,-4.965828
c1ccc(c(c1)[C@@H]2C[C@H]2NC(=O)Nc3cccnc3)Br,11627,x0434,active-noncovalent,x0434,-4.965326
COc1c(cc(cc1F)C(=O)OC)NC(=O)Nc2cccnc2,12079,x0434,active-noncovalent,x0434,-4.963853
c1cc(cnc1)NC(=O)N[C@H]2CCOCCC2(F)F,95,x0434,active-noncovalent,x0434,-4.963843
c1cc(cnc1)NC(=O)N[C@H]2CCN(C2)c3ccc(cc3F)Cl,6367,x0434,active-noncovalent,x0434,-4.962952
c1ccc(cc1)Oc2ccc(cc2)CNC(=O)Nc3cccnc3,13966,x0434,active-noncovalent,x0434,-4.962863
c1cc(cc(c1)O)c2nc(on2)CNC(=O)Nc3cccnc3,6374,x0434,active-noncovalent,x0434,-4.961658
COC(=O)[C@@H](Cc1cccc2c1cccc2)CNC(=O)Nc3cccnc3,9761,x0434,active-noncovalent,x0434,-4.961553
c1cc(cnc1)NC(=O)NCc2ccnc(c2)OC(F)F,6749,x0434,active-noncovalent,x0434,-4.961006
c1cc(cnc1)NC(=O)N[C@H](CC2CC2)c3ncccn3,4892,x0434,active-noncovalent,x0434,-4.960857
c1ccc2c(c1)cc(o2)CNC(=O)Nc3cccnc3,14745,x0434,active-noncovalent,x0434,-4.960826
c1ccc2c(c1)[C@]3(CCO2)C[C@H]3NC(=O)Nc4cccnc4,52,x0434,active-noncovalent,x0434,-4.960388
CC(C)(C[NH+]1CCC(CC1)NC(=O)Nc2cccnc2)CO,12220,x0434,active-noncovalent,x0434,-4.959625
CCS(=O)(=O)CCNC(=O)Nc1cccnc1,13235,x0434,active-noncovalent,x0434,-4.959538
CONC(=O)CNC(=O)Nc1cccnc1,1817,x0434,active-noncovalent,x0434,-4.959453
COC(=O)C[C@@H](CNC(=O)Nc1cccnc1)NC(=O)OCc2ccccc2,404,x0434,active-noncovalent,x0434,-4.959371
Cc1cc(ccc1Br)N2CCC[C@@H](C2=O)NC(=O)Nc3cccnc3,467,x0434,active-noncovalent,x0434,-4.959260
Cc1ccnc(n1)[C@H](C)NC(=O)Nc2cccnc2,14929,x0434,active-noncovalent,x0434,-4.958461
c1cc(cnc1)NC(=O)NCc2cc(on2)C(F)(F)F,5014,x0434,active-noncovalent,x0434,-4.958304
c1cc(cnc1)NC(=O)N[C@@H]2CC[C@H]3COCC[C@@H]3C2,13420,x0434,active-noncovalent,x0434,-4.958190
COc1ccc(cc1COC2CCOCC2)CNC(=O)Nc3cccnc3,3974,x0434,active-noncovalent,x0434,-4.958179
COC(=O)c1cc(ccc1F)NC(=O)Nc2cccnc2,10674,x0434,active-noncovalent,x0434,-4.957729
C[C@@H](CS(=O)(=O)N)NC(=O)Nc1cccnc1,107,x0434,active-noncovalent,x0434,-4.957218
COC(=O)CCc1cccc(c1)NC(=O)Nc2cccnc2,2774,x0434,active-noncovalent,x0434,-4.956919
C[NH2+][C@H]1CC[C@@H](CC1)NC(=O)Nc2cnccc2,1718,x0434,active-noncovalent,x0434,-4.955942
Cc1cc(cc(c1Br)F)NC(=O)Nc2cccnc2,9045,x0434,active-noncovalent,x0434,-4.955557
c1cc(cnc1)NC(=O)NCCNc2nccc(n2)C(F)(F)F,14010,x0434,active-noncovalent,x0434,-4.955551
Cn1cc(c(n1)C2CCC2)NC(=O)Nc3cccnc3,10731,x0434,active-noncovalent,x0434,-4.955483
c1cc(cnc1)NC(=O)Nc2cnn(c2)CC3CCC3,12729,x0434,active-noncovalent,x0434,-4.955293
CCC1(CCC(CC1)NC(=O)Nc2cccnc2)O,1478,x0434,active-noncovalent,x0434,-4.954989
COC(=O)C1CC(C1)(C(=O)OC)NC(=O)Nc2cccnc2,1976,x0434,active-noncovalent,x0434,-4.954269
c1cc(cnc1)NC(=O)NCCOCCF,5594,x0434,active-noncovalent,x0434,-4.953922
C[C@@H](C(=O)NCCF)NC(=O)Nc1cccnc1,13005,x0434,active-noncovalent,x0434,-4.953817
COc1cc(c(cc1NC(=O)Nc2cccnc2)F)F,6952,x0434,active-noncovalent,x0434,-4.953325
c1cc(cc(c1)N2CCCCC2)NC(=O)Nc3cccnc3,12374,x0434,active-noncovalent,x0434,-4.953226
c1cc(c(c(c1)F)n2ccc(n2)CNC(=O)Nc3cccnc3)F,566,x0434,active-noncovalent,x0434,-4.953120
Cc1ccc(cc1Cl)NC(=O)Nc2cccnc2,3506,x0434,active-noncovalent,x0434,-4.953026
c1cc(cnc1)NC(=O)N[C@H](c2ncccn2)C3CC3,12776,x0434,active-noncovalent,x0434,-4.952960
c1cc(cnc1)NC(=O)N[C@H]2CCC(=O)NC2=O,15101,x0434,active-noncovalent,x0434,-4.952890
c1cc(cnc1)NC(=O)N[C@H](Cc2cncs2)CO,1425,x0434,active-noncovalent,x0434,-4.952771
CN(C)C(=O)NCCCNC(=O)Nc1cccnc1,9041,x0434,active-noncovalent,x0434,-4.951797
c1ccc(cc1)CCc2nc(cs2)CNC(=O)Nc3cccnc3,8147,x0434,active-noncovalent,x0434,-4.951745
COc1cc(c(cc1NC(=O)Nc2cccnc2)F)Cl,6886,x0434,active-noncovalent,x0434,-4.950951
c1cc(cnc1)NC(=O)NCCOCCS,5580,x0434,active-noncovalent,x0434,-4.950902
CC[NH2+]CCOCCNC(=O)Nc1cccnc1,7257,x0434,active-noncovalent,x0434,-4.950881
C[C@@H](c1cccc(c1)S(=O)(=O)N)NC(=O)Nc2cccnc2,1020,x0434,active-noncovalent,x0434,-4.950840
c1cc(cc(c1)OC2CCCC2)NC(=O)Nc3cccnc3,4791,x0434,active-noncovalent,x0434,-4.950675
c1ccc2c(c1)CCN2c3ccc(cc3)NC(=O)Nc4cccnc4,4212,x0434,active-noncovalent,x0434,-4.950398
Cc1ccc(cc1C)Oc2ccc(cc2CNC(=O)Nc3cccnc3)Cl,11694,x0434,active-noncovalent,x0434,-4.950035
C[C@@H](c1ccc(c(c1)C(=O)OC)OC)NC(=O)Nc2cccnc2,2010,x0434,active-noncovalent,x0434,-4.949525
c1cc(cnc1)NC(=O)NC2CCN(CC2)S(=O)(=O)F,3698,x0434,active-noncovalent,x0434,-4.949381
c1cc(cc(c1)Cl)C[C@H](CNC(=O)Nc2cccnc2)O,3003,x0434,active-noncovalent,x0434,-4.949120
Cc1c(ccc2c1nc(s2)NCCNC(=O)Nc3cccnc3)Cl,4221,x0434,active-noncovalent,x0434,-4.949013
c1cc(cnc1)NC(=O)NCc2cc3n(n2)CCCC3,10747,x0434,active-noncovalent,x0434,-4.948928
CSSCCNC(=O)Nc1cccnc1,7450,x0434,active-noncovalent,x0434,-4.948066
c1ccc(cc1)c2nc(co2)C[NH+]3CCC(CC3)NC(=O)Nc4cccnc4,5883,x0434,active-noncovalent,x0434,-4.947491
C[C@@H]1CN(CCO1)C(=O)c2cccc(c2)CNC(=O)Nc3cccnc3,2280,x0434,active-noncovalent,x0434,-4.947239
COc1ccc(cc1O)C[C@@H](CNC(=O)Nc2cccnc2)CO,4327,x0434,active-noncovalent,x0434,-4.946868
c1cc(cnc1)NC(=O)Nc2cnsc2,3669,x0434,active-noncovalent,x0434,-4.946574
CC(=O)Nc1ccc(cc1NC(=O)Nc2cccnc2)C(F)(F)F,6300,x0434,active-noncovalent,x0434,-4.946505
c1cc(cc(c1)NC(=O)Nc2cccnc2)C(=O)N3CCC(CC3)O,13829,x0434,active-noncovalent,x0434,-4.946278
CNC(=O)[C@@H](Cc1ccccc1)NC(=O)Nc2cccnc2,1050,x0434,active-noncovalent,x0434,-4.945826
CCOC(=O)c1csc(n1)CNC(=O)Nc2cccnc2,11535,x0434,active-noncovalent,x0434,-4.945728
c1cc(cnc1)NC(=O)Nc2ccc3[nH+]c(cn3c2)C(F)(F)F,14024,x0434,active-noncovalent,x0434,-4.945601
Cc1ccc(cc1)[C@H](CNC(=O)Nc2cccnc2)[NH+]3CCOCC3,13813,x0434,active-noncovalent,x0434,-4.944975
c1ccc(cc1)c2nc(on2)CNC(=O)Nc3cccnc3,2921,x0434,active-noncovalent,x0434,-4.944885
c1cc(cnc1)NC(=O)NCc2ncc(s2)Cl,9251,x0434,active-noncovalent,x0434,-4.944761
CCCC[N@H+](CC)Cc1cccc(c1)CNC(=O)Nc2cccnc2,8006,x0434,active-noncovalent,x0434,-4.944676
c1cc(cnc1)NC(=O)Nc2ccc(c(c2)Br)Br,7425,x0434,active-noncovalent,x0434,-4.942410
CCc1c(cn(n1)C)NC(=O)Nc2cccnc2,11093,x0434,active-noncovalent,x0434,-4.942315
CC[C@@H](CNC(=O)Nc1cccnc1)Oc2ccccc2C,2868,x0434,active-noncovalent,x0434,-4.942182
CCc1c(cnn1c2ccc(cc2)C(F)(F)F)NC(=O)Nc3cccnc3,2218,x0434,active-noncovalent,x0434,-4.941973
c1cc(cnc1)NC(=O)Nc2cccnc2C(F)(F)F,3201,x0434,active-noncovalent,x0434,-4.941872
C[C@H](c1cccc(c1)NC(=O)Nc2cccnc2)Sc3nncn3C,6075,x0434,active-noncovalent,x0434,-4.940765
c1cc(cnc1)NC(=O)NC/C=C/c2ccc(cc2)Br,8876,x0434,active-noncovalent,x0434,-4.940184
COC(=O)C1(CC2(C1)CCCCC2)NC(=O)Nc3cccnc3,5757,x0434,active-noncovalent,x0434,-4.939457
C[C@@H]1CC(CC[C@H]1NC(=O)Nc2cccnc2)(C)C,10924,x0434,active-noncovalent,x0434,-4.939456
Cn1cc(cn1)[C@H]2[C@@H](CCO2)CNC(=O)Nc3cccnc3,5847,x0434,active-noncovalent,x0434,-4.939133
CC[N@H+](C)CCCCCNC(=O)Nc1cccnc1,1641,x0434,active-noncovalent,x0434,-4.939100
CCc1c(cnn1C)NC(=O)Nc2cccnc2,1663,x0434,active-noncovalent,x0434,-4.938788
c1ccc2c(c1)O[C@@H](CS2)CCNC(=O)Nc3cccnc3,218,x0434,active-noncovalent,x0434,-4.938416
c1ccc(c(c1)F)S(=O)(=O)Nc2ccc(cc2NC(=O)Nc3cccnc3)Cl,255,x0434,active-noncovalent,x0434,-4.938316
Cc1cc(c(cc1C)F)NC(=O)Nc2cccnc2,14932,x0434,active-noncovalent,x0434,-4.937034
c1cc(cnc1)NC(=O)NC[C@@](C2CCC(CC2)(F)F)(C(F)(F)F)O,11436,x0434,active-noncovalent,x0434,-4.936814
CO[C@@H](CNC(=O)Nc1cccnc1)C2CC(C2)(F)F,1953,x0434,active-noncovalent,x0434,-4.936705
CCCOc1c(cc(cc1OC)CCNC(=O)Nc2cccnc2)OC,338,x0434,active-noncovalent,x0434,-4.936222
c1ccc2c(c1)c(n(c2O)Cc3csc(n3)/C=N/C(=O)Nc4cccnc4)O,7617,x0434,active-noncovalent,x0434,-4.935871
c1cc(cnc1)NC(=O)Nc2ccc3c(c2)C[NH2+]C3,11013,x0434,active-noncovalent,x0434,-4.935381
CN(C(=O)[C@H](CCSC)NC(=O)Nc1cccnc1)OC,13012,x0434,active-noncovalent,x0434,-4.934953
CS(=O)(=O)NCc1ccccc1NC(=O)Nc2cccnc2,4664,x0434,active-noncovalent,x0434,-4.934605
CC(C)(C)OC(=O)c1ccc(cc1)CNC(=O)Nc2cccnc2,13887,x0434,active-noncovalent,x0434,-4.934367
c1cc(cnc1)NC(=O)NC[C@@H]2CCC[N@](C2)CC(F)(F)F,12440,x0434,active-noncovalent,x0434,-4.934360
c1cc(cnc1)NC(=O)NCC[C@@H]2CCC(=O)NC2,10972,x0434,active-noncovalent,x0434,-4.933949
Cc1cc(ccc1F)NC(=O)Nc2cccnc2,1737,x0434,active-noncovalent,x0434,-4.933914
c1cc(cnc1)NC(=O)N[C@H]2[C@H]3[C@@H]2COCC3,15194,x0434,active-noncovalent,x0434,-4.933623
CS(=O)(=O)CC1(CC1)CNC(=O)Nc2cccnc2,1463,x0434,active-noncovalent,x0434,-4.933441
CS(=O)(=O)C1CC(C1)CNC(=O)Nc2cccnc2,7630,x0434,active-noncovalent,x0434,-4.933190
Cc1cc(ccc1NC(=O)Nc2cccnc2)OCc3cccc(c3)Cl,2277,x0434,active-noncovalent,x0434,-4.932980
c1cc(c(c(c1)Cl)C[C@@H](CNC(=O)Nc2cccnc2)CO)F,761,x0434,active-noncovalent,x0434,-4.932901
CCc1nnc(s1)NC(=O)[C@@H](C)[C@H](C)NC(=O)Nc2cccnc2,4194,x0434,active-noncovalent,x0434,-4.932826
COC[C@H]([C@@H]1CCCO1)NC(=O)Nc2cccnc2,10916,x0434,active-noncovalent,x0434,-4.932469
c1cc(cnc1)NC(=O)Nc2ccc(cc2Br)O,1662,x0434,active-noncovalent,x0434,-4.932155
Cc1c2cc(cnc2n[nH]1)NC(=O)Nc3cccnc3,8944,x0434,active-noncovalent,x0434,-4.931147
c1cc(cc(c1)F)Cn2cc(ccc2=O)NC(=O)Nc3cccnc3,2403,x0434,active-noncovalent,x0434,-4.930694
Cc1ccccc1n2c(c(c(n2)C)CNC(=O)Nc3cccnc3)C,7930,x0434,active-noncovalent,x0434,-4.929842
c1cc2c(c(c1)NC(=O)Nc3cccnc3)CCCN2,3230,x0434,active-noncovalent,x0434,-4.929336
Cc1nnc(s1)CNC(=O)Nc2cccnc2,9313,x0434,active-noncovalent,x0434,-4.929307
c1ccc2c(c1)c(=O)cc([nH]2)CNC(=O)Nc3cccnc3,8339,x0434,active-noncovalent,x0434,-4.928517
c1ccc(cc1)Oc2ccc(c3c2cccn3)NC(=O)Nc4cccnc4,11707,x0434,active-noncovalent,x0434,-4.928038
c1cc(cc(c1)NC(=O)Nc2cccnc2)C[N@H+]3CC[C@H](C3)O,2611,x0434,active-noncovalent,x0434,-4.927972
COc1cc(cc(c1OCc2ccccc2)Br)CNC(=O)Nc3cccnc3,9836,x0434,active-noncovalent,x0434,-4.927783
c1cc(cnc1)NC(=O)NCc2ccc(cc2)C#CC3CC3,7641,x0434,active-noncovalent,x0434,-4.927471
c1cc(cnc1)NC(=O)N[C@@H]2CCOC[C@@H]2Nc3ccncn3,2033,x0434,active-noncovalent,x0434,-4.927323
COc1ccc(cc1Br)CNC(=O)Nc2cccnc2,14748,x0434,active-noncovalent,x0434,-4.927276
c1cc(cnc1)NC(=O)Nc2cc(cc(c2)F)N(=O)=O,10838,x0434,active-noncovalent,x0434,-4.926779
Cc1c(cnn1c2ccccc2)[C@H](C)NC(=O)Nc3cccnc3,6240,x0434,active-noncovalent,x0434,-4.926644
c1cc(cnc1)NC(=O)NCc2nnc(s2)CO,9514,x0434,active-noncovalent,x0434,-4.926638
c1ccc(cc1)Cn2cccc(c2=O)NC(=O)Nc3cccnc3,4263,x0434,active-noncovalent,x0434,-4.926326
CCN(CC)C(=O)COc1ccc(cc1Cl)NC(=O)Nc2cccnc2,11724,x0434,active-noncovalent,x0434,-4.926266
CC1(CCCCCCC1)CNC(=O)Nc2cccnc2,6923,x0434,active-noncovalent,x0434,-4.925842
CC(C)(CCC#N)CNC(=O)Nc1cccnc1,15144,x0434,active-noncovalent,x0434,-4.925514
Cn1c(ccn1)[C@@H]2[C@H](CC(=O)N2C3CC3)NC(=O)Nc4cccnc4,7679,x0434,active-noncovalent,x0434,-4.925361
Cc1c(oc(n1)CNC(=O)Nc2cccnc2)C,13158,x0434,active-noncovalent,x0434,-4.925237
CC(C)(C)n1cccc(c1=O)NC(=O)Nc2cccnc2,3826,x0434,active-noncovalent,x0434,-4.924905
c1cc(cnc1)NC(=O)NCC[N@H+]2CC[C@H](C2)O,15154,x0434,active-noncovalent,x0434,-4.924407
c1cc(cnc1)NC(=O)NCC(=O)NCC2(CC2)C#N,6916,x0434,active-noncovalent,x0434,-4.924071
CS(=O)(=O)[C@H]1C[C@@H](C1)CNC(=O)Nc2cnccc2,11321,x0434,active-noncovalent,x0434,-4.923000
c1cc(cnc1)NC(=O)Nc2cc(cc(c2[O-])C(F)(F)F)Br,2094,x0434,active-noncovalent,x0434,-4.922319
COC(=O)CC1CC(C1)CNC(=O)Nc2cccnc2,7697,x0434,active-noncovalent,x0434,-4.921951
CC[N@@H+](CCCNC(=O)Nc1cccnc1)C2CCCCC2,8540,x0434,active-noncovalent,x0434,-4.921673
c1cc2c(c(c1)NC(=O)Nc3cccnc3)[C@H]4CC[C@@H]2O4,10577,x0434,active-noncovalent,x0434,-4.921554
c1cc(cnc1)NC(=O)NC[C@H](Cc2ccoc2)CO,1389,x0434,active-noncovalent,x0434,-4.921391
CC[C@H]1CC[C@@H](CC1)NC(=O)Nc2cnccc2,15141,x0434,active-noncovalent,x0434,-4.921011
c1ccc2c(c1)ncn2c3ccc(cc3)NC(=O)Nc4cccnc4,13786,x0434,active-noncovalent,x0434,-4.920963
c1cc(cnc1)NC(=O)N[C@@H]2C[C@@H]([C@H]([C@H]2O)O)CO,14,x0434,active-noncovalent,x0434,-4.919924
CSCc1cccc(c1)NC(=O)Nc2cccnc2,11103,x0434,active-noncovalent,x0434,-4.919662
COC(=O)C1(CCCC1)c2ccc(cc2)NC(=O)Nc3cccnc3,414,x0434,active-noncovalent,x0434,-4.919416
c1cc(cnc1)NC(=O)Nc2ccc([nH]c2=O)Br,11122,x0434,active-noncovalent,x0434,-4.919382
CCc1cnc(o1)CNC(=O)Nc2cccnc2,1704,x0434,active-noncovalent,x0434,-4.919167
CCn1cc(c(n1)CNC(=O)Nc2cccnc2)Br,1472,x0434,active-noncovalent,x0434,-4.919153
c1cc2c(c(c1)Br)C[C@H]3[C@@H]2[C@@H]3NC(=O)Nc4cccnc4,144,x0434,active-noncovalent,x0434,-4.919147
c1cc(cnc1)NC(=O)NC[C@H]2CCCC3([C@H]2O)CCC3,5693,x0434,active-noncovalent,x0434,-4.918523
COC1(CCOCC1)CNC(=O)Nc2cccnc2,9022,x0434,active-noncovalent,x0434,-4.917960
c1cc(cc(c1)NC(=O)Nc2cccnc2)c3nc(on3)[C@H]4CCCO4,11686,x0434,active-noncovalent,x0434,-4.917693
CCC(CC)(CNC(=O)Nc1cccnc1)[NH+]2CCOCC2,6623,x0434,active-noncovalent,x0434,-4.917667
Cc1c(ccc(c1F)CNC(=O)Nc2cccnc2)Br,10729,x0434,active-noncovalent,x0434,-4.917412
CS(=O)(=O)c1ccc(s1)CNC(=O)Nc2cccnc2,14697,x0434,active-noncovalent,x0434,-4.916732
Cc1cc2c(cc1NC(=O)Nc3cccnc3)c(cc(=O)[nH]2)C,724,x0434,active-noncovalent,x0434,-4.915246
c1cc(cnc1)NC(=O)Nc2ccc(c(c2)OC(F)F)Cl,1186,x0434,active-noncovalent,x0434,-4.915168
CC(C)(C)[C@@H]1CCCC[C@H]1CNC(=O)Nc2cccnc2,12605,x0434,active-noncovalent,x0434,-4.914742
c1cc2cccc(c2c(c1)NC(=O)Nc3cccnc3)O,8609,x0434,active-noncovalent,x0434,-4.914544
CCCCOc1cccc(c1)NC(=O)Nc2cccnc2,14609,x0434,active-noncovalent,x0434,-4.914295
Cc1ccc2[nH+]c(cn2c1)CNC(=O)Nc3cccnc3,4993,x0434,active-noncovalent,x0434,-4.912842
CN(C)S(=O)(=O)Cc1ccc(cc1)NC(=O)Nc2cccnc2,2663,x0434,active-noncovalent,x0434,-4.912632
C[C@](CC(=O)OC)(c1cccnc1)NC(=O)Nc2cccnc2,10081,x0434,active-noncovalent,x0434,-4.912559
c1cc(cnc1)NC(=O)Nc2ccc3c(c2)nnn3O,3237,x0434,active-noncovalent,x0434,-4.912373
COc1ccc(cc1NC(=O)Nc2cccnc2)I,13506,x0434,active-noncovalent,x0434,-4.912074
c1cc(cc(c1)NC(=O)Nc2cccnc2)C(=O)N,7263,x0434,active-noncovalent,x0434,-4.912070
CC(C)C[C@@H](C(=O)OC)NC(=O)Nc1cccnc1,3478,x0434,active-noncovalent,x0434,-4.911978
CC(C)(CNC(=O)Nc1cccnc1)CS(=O)(=O)C,1282,x0434,active-noncovalent,x0434,-4.911718
Cc1ccc(cc1C(=O)NC(C)C)NC(=O)Nc2cccnc2,6380,x0434,active-noncovalent,x0434,-4.910355
CCOC(=O)[C@@H](CC(=C)Cl)NC(=O)Nc1cccnc1,3822,x0434,active-noncovalent,x0434,-4.910174
C[C@]12CCC[C@](C1)(OC2)CNC(=O)Nc3cccnc3,13319,x0434,active-noncovalent,x0434,-4.909883
c1cc(cnc1)NC(=O)Nc2cc(cc3c2[nH]nc3)Cl,5036,x0434,active-noncovalent,x0434,-4.909579
c1cc(cnc1)NC(=O)Nc2ccc(c(c2)Cl)Br,11105,x0434,active-noncovalent,x0434,-4.909403
CC(C)(C(=O)NCC1CCCCC1)NC(=O)Nc2cccnc2,8235,x0434,active-noncovalent,x0434,-4.908824
C[C@H](C(=O)OCc1ccccc1)NC(=O)Nc2cccnc2,14281,x0434,active-noncovalent,x0434,-4.908418
C[C@H](C(=O)OCc1ccccc1)NC(=O)Nc2cccnc2,14270,x0434,active-noncovalent,x0434,-4.908418
c1cc(cnc1)NC(=O)NCc2ccc(nc2)OC3CCCC3,4572,x0434,active-noncovalent,x0434,-4.907609
Cc1c(cccn1)NC(=O)[C@H](C)NC(=O)Nc2cccnc2,4601,x0434,active-noncovalent,x0434,-4.907259
CCc1cc(on1)CNC(=O)Nc2cccnc2,5492,x0434,active-noncovalent,x0434,-4.906999
COCc1cc(no1)CNC(=O)Nc2cccnc2,5310,x0434,active-noncovalent,x0434,-4.906406
c1cc(cnc1)NC(=O)NCC(=O)NCC#N,7401,x0434,active-noncovalent,x0434,-4.906351
CCCNC(=O)[C@H](C)NC(=O)Nc1cccnc1,11172,x0434,active-noncovalent,x0434,-4.906260
CCCNC(=O)[C@H](C)NC(=O)Nc1cccnc1,13156,x0434,active-noncovalent,x0434,-4.906260
C[NH+]1CCN(CC1)c2ccc(cc2)CNC(=O)Nc3cccnc3,13930,x0434,active-noncovalent,x0434,-4.905820
CCOC[C@@H](C(=O)OCC)NC(=O)Nc1cccnc1,10829,x0434,active-noncovalent,x0434,-4.905138
CS(=O)(=O)[C@H]1C[C@@H](C1)NC(=O)Nc2cnccc2,15016,x0434,active-noncovalent,x0434,-4.904973
c1cc(cnc1)NC(=O)Nc2ccc(c(c2F)I)F,11559,x0434,active-noncovalent,x0434,-4.903467
c1ccc(cc1)CS(=O)(=O)CCCNC(=O)Nc2cccnc2,2734,x0434,active-noncovalent,x0434,-4.903263
c1cc(cnc1)NC(=O)Nc2c3ccoc3c(cc2Br)Cl,11353,x0434,active-noncovalent,x0434,-4.902671
COc1cc(c(cc1OC)NC(=O)Nc2cccnc2)C(=O)N3CCCCC3,3987,x0434,active-noncovalent,x0434,-4.901628
CCc1cc(ccc1NC(=O)Nc2cccnc2)I,9047,x0434,active-noncovalent,x0434,-4.900455
Cn1c2cc(ccc2sc1=O)NC(=O)Nc3cccnc3,8618,x0434,active-noncovalent,x0434,-4.900124
CC(C)n1cnc2c1cc(cc2)CNC(=O)Nc3cccnc3,8110,x0434,active-noncovalent,x0434,-4.900022
c1ccc(c(c1)n2cc(cn2)NC(=O)Nc3cccnc3)Br,10454,x0434,active-noncovalent,x0434,-4.899714
C[C@H](CNC(=O)Nc1cccnc1)Oc2cccc(c2)F,1192,x0434,active-noncovalent,x0434,-4.899489
C[C@]1(C[C@H](C1)NC(=O)Nc2cnccc2)CO,1889,x0434,active-noncovalent,x0434,-4.899417
C[C@@H](c1nnc(s1)c2ccccc2)NC(=O)Nc3cccnc3,10124,x0434,active-noncovalent,x0434,-4.899291
CC1CCC(CC1)(CNC(=O)Nc2cccnc2)O,7237,x0434,active-noncovalent,x0434,-4.898733
CN(C)S(=O)(=O)N[C@@H](CNC(=O)Nc1cccnc1)C2CCCC2,540,x0434,active-noncovalent,x0434,-4.897502
Cc1ccc(cc1NC(=O)Nc2cccnc2)C[NH+]3CCSCC3,11980,x0434,active-noncovalent,x0434,-4.896602
COC(=O)[C@@H]1CS(=O)(=O)C[C@H]1NC(=O)Nc2cccnc2,9581,x0434,active-noncovalent,x0434,-4.895930
c1cc(cnc1)NC(=O)NCCCOC[C@@H]2CCCO2,12920,x0434,active-noncovalent,x0434,-4.894141
C[C@@H](c1cccc(c1)NC(=O)Nc2cccnc2)OC,8960,x0434,active-noncovalent,x0434,-4.893089
COc1cc(ccc1N)NC(=O)Nc2cccnc2,12953,x0434,active-noncovalent,x0434,-4.892634
C[C@@H](COC(C)C)NC(=O)Nc1cccnc1,13203,x0434,active-noncovalent,x0434,-4.892492
C[C@H](CC1CCOCC1)NC(=O)Nc2cccnc2,12970,x0434,active-noncovalent,x0434,-4.892053
CC1(C[N@H+](CC[C@@H]1NC(=O)Nc2cccnc2)C)C,12854,x0434,active-noncovalent,x0434,-4.891955
Cc1c(c(n(n1)C)C)[C@@H]2[C@H](CC(=O)N2C)CNC(=O)Nc3cccnc3,7688,x0434,active-noncovalent,x0434,-4.891751
C[S@@](=O)CCCNC(=O)Nc1cccnc1,5627,x0434,active-noncovalent,x0434,-4.891280
CC(C)[N@H+]1CC[C@H]([C@@H]1c2ccc(c(c2)F)F)NC(=O)Nc3cccnc3,7525,x0434,active-noncovalent,x0434,-4.890959
c1cc(cnc1)NC(=O)N[C@@H]2CCO[C@@H]2c3[nH]cnn3,7625,x0434,active-noncovalent,x0434,-4.890858
Cc1ccc(cc1NC(=O)Nc2cccnc2)n3cccn3,2821,x0434,active-noncovalent,x0434,-4.890481
CN(C)C(=O)c1ccc(cc1)CNC(=O)Nc2cccnc2,10504,x0434,active-noncovalent,x0434,-4.889622
CCN(Cc1cccc(c1)NC(=O)Nc2cccnc2)C(=O)C,6401,x0434,active-noncovalent,x0434,-4.889429
c1cc(cnc1)NC(=O)N[C@H]2CCCN(C2=O)c3ccc(cc3)Br,11917,x0434,active-noncovalent,x0434,-4.889310
Cc1ccc(cc1N)NC(=O)Nc2cccnc2,3514,x0434,active-noncovalent,x0434,-4.889282
CC(C)OC(=O)CNC(=O)Nc1cccnc1,13222,x0434,active-noncovalent,x0434,-4.888034
C[C@]1(C[C@H]1NC(=O)Nc2cccnc2)c3ccccc3Cl,14537,x0434,active-noncovalent,x0434,-4.887735
c1ccc(c(c1)C[C@@H](CNC(=O)Nc2cccnc2)CO)OC(F)(F)F,7880,x0434,active-noncovalent,x0434,-4.887426
CC(C)CC(=O)N1CCN(CC1)C(=O)CCCCCNC(=O)Nc2cccnc2,5903,x0434,active-noncovalent,x0434,-4.887093
Cc1cccc(c1C(F)(F)F)NC(=O)Nc2cccnc2,14478,x0434,active-noncovalent,x0434,-4.886599
c1cc(cnc1)NC(=O)NCc2nc(on2)c3ccc(cc3)F,4485,x0434,active-noncovalent,x0434,-4.886308
c1ccc2c(c1)ccc(c2F)CNC(=O)Nc3cccnc3,8366,x0434,active-noncovalent,x0434,-4.886056
COCC1(CCOCC1)CNC(=O)Nc2cccnc2,3221,x0434,active-noncovalent,x0434,-4.885854
