SMILES,TITLE,dockvalent_id,number_of_overlapping_fragments,overlapping_fragments,overlap_score,docked_fragment
c1ccc(c(c1)CNc2ccc(cn2)[C+]=[NH2+])NC(=O)Nc3cccnc3,MAK-UNK-30a-5,2240_NIT.0,0,,987.9002249423543,x0434
c1ccc(c(c1)CNc2ccc(cn2)[C+]=[NH2+])NC(=O)Nc3cccnc3,MAK-UNK-30a-9,2244_NIT.0,0,,987.9002249423543,x0434
CC(=O)N1CCN(C[C@@H]1CCC[c-]2[cH-][cH-][cH-][c-]3[c-]2[nH][cH-][c-]3CCNC(=O)[CH2-])C(=O)CCl,HAN-NEW-5f5-4,1803_ACL.0,0,,987.8612121160593,x1375
Cc1cc(ccc1Cl)S(=O)(=O)N2CCN(CC2)C(=O)N(C3=CNCC=C3C)C(=O)[CH2-],SEL-UNI-c5c-2,596_ACL.0,0,,987.8055453525865,x0107
c1c(cnc(c1CN2CCN(CC2)C(=O)CCl)CNC(=O)N3CCOCC3)[C+]=[NH2+],DAR-DIA-fb2-17,54_NIT.0,0,,987.7394199702403,x0830
CCNc1c(cc(cn1)[C+]=[NH2+])N(C)c2ccc(cc2)S(=O)(=O)N,GAB-REV-df6-17,346_NIT.0,0,,987.7058681840961,x0305
C[C@H]([NH3+])N[C@H](CC(=O)N)C(=O)N[C@@H]1CC[C@H](CN1C(=O)[CH2-])c2nc3cc(ccc3s2)c4ccc(c(c4)S(=O)(=O)N)O,DAV-CRI-f9b-7,70_NCL.1,0,,987.6198683668302,x0161
[CH2-]CC(=O)N1Cc2ccccc2[C@@H](C1)c3cc(cnc3CNC(=O)N4CCOCC4)C#N,DAR-DIA-cab-12,550_NCL2ACR.0,0,,987.5985470212933,x0830
[CH2-]CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2CN[c-]3[cH-][c-]4[cH-][cH-][cH-][cH-][c-]4[nH]3)F,GAB-REV-4a4-15,2031_ACL2ACR.0,0,,987.5596682407415,x0104
[CH2-]CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][cH-][c-]([c-]2[C@H]3CN(C[C-]4[C-]3[CH-][CH-][CH-][CH-]4)C(=O)CCl)F,NIR-THE-c33-3,624_ACL2ACR.0,0,,987.5193342453105,x1420
c1cc(cc(c1)NC(=O)Cc2cc(cnc2)N)[C+]=[NH2+],DAR-DIA-23a-3,2356_NIT.0,0,,987.4990759304868,x0305
CCNc1c(cc(cn1)OC)CN2CCN(CC2)C(=O)C[CH2-],DAR-DIA-fb2-5,42_NCL2ACR.0,0,,986.9171353778279,x0305
[CH2-]CC(=O)N1CCN(CC1)Cc2cc3c(c(c2)Cl)CC[C@H](C3)S(=O)(=O)N,HEI-REL-0c9-5,2626_ACL2ACR.0,0,,986.8073904576538,x0770
COc1ccc2cccc(c2c1)CCNC(=O)C[CH2-],JOH-MSK-ec6-3,202_ACL2ACR.0,0,,986.8015594542022,x0104
CC[NH2+][C@H]1C[C@H](CC[C@@H]1OC#N)Oc2cccc(c2)CN3CCN(CC3)C(=O)[CH2-],MAK-UNK-af8-19,943_NCL.0,0,,986.4000480629627,x0161
CCNc1ccc(cc1CN2CCN(CC2)C(=O)[CH2-])C#N,DAR-DIA-fb2-3,40_NCL.0,0,,986.3508583613883,x0305
CCNc1ccc(cc1CN2CCN(CC2)C(=O)[CH2-])C#N,KIM-UNI-7d1-2,1457_ACL.0,0,,986.3508583613883,x0305
[CH2-]CC(=O)NCC[c-]1[cH-]n([c-]2[c-]1[cH-][cH-][cH-][cH-]2)CC(=O)N3CCOCC3,DUN-NEW-f8c-13,100_ACL2ACR.0,0,,986.342542340034,x1458
CC(=O)NCCCC(=O)NCC(=O)NCN1CCN(CC1)C(=O)[CH2-],MAK-UNK-7d5-1,1455_NCL.0,0,,986.1558494512253,x0692
CC(=O)NCCCC(=O)NCC(=O)NCN1CCN(CC1)C(=O)[CH2-],MAK-UNK-176-1,2494_NCL.0,0,,986.1558494512253,x0692
[CH2-]C(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][cH-][cH-][c-]2[C@@H]([c-]3[cH-][cH-][c-](s3)Br)N4CCN(CC4)C(=O)CCl,PAU-WEI-f73-1,121_ACL.0,0,,986.0346109483595,x1385
Cc1ccnc(c1)N(Cc2ncnc(n2)OC)C(=O)Nc3c(c(cnc3C=C)C)CCNC(=O)[CH2-],AGN-NEW-9d2-3,1087_ACL.0,0,,985.9342088557352,x0540
[CH2-]C(=O)N1Cc2ccccc2[C@H](C1)c3ccc(cc3NC(=O)NC4=[NH+]C5=C(=C4)C=C(C=N5)C(=O)[O-])O,JAN-LUN-04a-6,2699_NCL.0,0,,985.6882358639193,x0678
CCNc1c(cc(cn1)[C+]=[NH2+])CC2CCN(CC2)C(=O)CCl,NIR-THE-0d6-6,2606_NIT.0,0,,985.6415239269378,x0770
[CH2-]C(=O)N1CCN(CC1)Cc2cc(cc3c2ccnc3)Cl,JOO-PER-58e-1,1876_NCL.0,0,,985.3675985278074,x0830
Cc1ccc(cc1S(=O)(=O)N2CCN(CC2)C(=O)N(C3=CNCC=C3C)C(=O)[CH2-])C(=O)C,SEL-UNI-c5c-1,595_ACL.0,0,,985.1285157065961,x0107
c1cc(cc(c1)NC(=O)Cc2cncc3c2cccn3)[C+]=[NH2+],DAR-DIA-23a-18,2371_NIT.0,0,,984.9956232391534,x1093
c1cc(cnc1)NC(=O)Nc2ccc(cc2)Nc3ccc(cn3)[C+]=[NH2+],MAK-UNK-30a-12,2247_NIT.0,0,,984.8395999908441,x0434
Cc1c(cncc1NC(=O)Cc2cccc(c2)[C+]=[NH2+])N,TRY-UNI-714-19,1540_NIT.0,0,,984.8179768228209,x0995
Cc1ccncc1NC(=O)Cc2cccc(c2)[C+]=[NH2+],TRY-UNI-714-20,1541_NIT.0,0,,984.3065019173326,x0678
CC(=O)NCCCC(=O)NCC(=O)NCN1CCN(CC1)C(=O)C[CH2-],MAK-UNK-7d5-1,1455_NCL2ACR.0,0,,984.2876759793143,x0692
CC(=O)NCCCC(=O)NCC(=O)NCN1CCN(CC1)C(=O)C[CH2-],MAK-UNK-176-1,2494_NCL2ACR.0,0,,984.2876759793143,x0692
C[C@@H]([C@@]1(C=C(C=C1c2ccccc2F)C[NH2+]C)S(=O)(=O)c3cccnc3)N(C)C(=O)C4CCN(CC4)C(=O)[CH2-],MAK-UNK-8fd-4,1228_NCL.0,0,,984.2806474134622,x0305
CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2CN3CCN(CC3)C(=O)[CH2-])F,DAR-DIA-fb2-11,48_NCL.0,0,,983.3998489350306,x0305
[CH2-]C(=O)N1CCN(CC1)Cc2c3ccccc3cs2,PAU-UNI-b2b-1,911_NCL.0,0,,983.2953894003167,x1418
CCNc1c(cc(cn1)[C+]=[NH2+])CN2CCN(CC2)C(=O)CCl,DAR-DIA-fb2-4,41_NIT.0,0,,982.9663882448741,x0305
CCNc1c(cc(cn1)[C+]=[NH2+])CN2CCN(CC2)C(=O)CCl,BRU-LEF-ae0-1,968_NIT.0,0,,982.9663882448741,x0305
CCNc1ccc(cn1)C2=NC=[N+]3=C(C(=CN=C23)C)CN4CCN(CC4)C(=O)[CH2-],MAK-UNK-af8-29,953_NCL.0,0,,982.893373172227,x0387
CCNc1c(c(cs1)C#N)CN2CCN(CC2)C(=O)C[CH2-],DAV-CRI-d1e-4,478_NCL2ACR.0,0,,982.8114992648007,x1418
Cn1[cH-][c-]([c-]2[c-]1[cH-][c-]([cH-][cH-]2)CN3CCN(CC3)C(=O)CCl)CCNC(=O)[CH2-],TAM-UNI-d1c-19,499_ACL.0,0,,982.4737317563724,x0692
[CH2-]CC(=O)NC1CN(C1)S(=O)(=O)c2ccccc2c3ccc(cc3)Nc4ccc(cn4)C#N,JAN-GHE-bf4-6,690_ACR.0,0,,982.4279511671202,x0755
C[C-]1[CH-][CH-][C-]([CH-][CH-]1)CC[C@@H]([c-]2[cH-][cH-][cH-][c-]3[c-]2[nH][cH-][c-]3CCNC(=O)C)[NH+]4CCN(CC4)C(=O)C[CH2-],PAU-WEI-b9b-8,724_NCL2ACR.0,0,,981.6701140320629,x1385
C[C-]1[CH-][CH-][C-]([CH-][CH-]1)CC[C@@H]([c-]2[cH-][cH-][cH-][c-]3[c-]2[nH][cH-][c-]3CCNC(=O)C)N4CCN(CC4)C(=O)[CH2-],PAU-WEI-b9b-8,724_NCL.1,0,,981.658021594071,x1385
Cc1cccc(c1)CC2C[C@H]3CC[C@@H](C2)N3C(=O)C[CH2-],MAK-UNK-af8-8,932_NCL2ACR.0,0,,981.5490066243636,x0692
CC(C)N(C)C(=O)c1ccc2c(c1)CN(C[C@@H]2c3ccccc3)C(=O)[CH2-],SAL-INS-1c7-1,2454_NCL.0,0,,981.3376831880815,x1374
[CH2-]CC(=O)N1Cc2ccccc2[C@@H](C1)c3cc(cc4c3cccc4)F,DAR-DIA-cab-7,545_NCL2ACR.0,0,,981.315316323297,x0830
c1cc(ccc1C2(CC2)[C+]=[NH2+])S(=O)(=O)NCCOc3c[nH+][n-]c3C(F)(F)F,VIJ-CYC-1a3-9,2484_NIT.0,0,,981.2289812231577,x0995
C[NH2+]Cc1cc(n(c1CNc2ccc(cn2)[C+]=[NH2+])S(=O)(=O)c3cccnc3)c4ccccc4F,MAK-UNK-148-12,2530_NIT.0,0,,981.1210298607193,x0305
CCNc1c(cc(cn1)[C+]=[NH2+])CC(=O)Nc2cnccc2C,TRY-UNI-1fd-1,2397_NIT.0,0,,980.9893846953448,x0161
C[C-]1[CH-][CH-][C-]([CH-][CH-]1)CC[C@@H]([c-]2[cH-][cH-][cH-][c-]3[c-]2[nH][cH-][c-]3CCNC(=O)C)N4CCN(CC4)C(=O)[CH2-],PAU-WEI-b9b-8,724_NCL.1,0,,980.6341443394941,x0770
COCCNc1c(c(c(c(n1)F)C#N)Nc2cscc2[C@@H]3CCC[C@@H]3C(=O)NC(=O)C[CH2-])F,BEN-VAN-d2b-11,462_ACR.0,0,,980.2365939087352,x0305
[CH2-]CC(=O)N1CC[C@H](OC1)c2ccc(cc2)C[NH3+],NIM-UNI-43f-2,2050_NCL2ACR.0,0,,980.166645888305,x0759
CC(C)N(c1cccc(c1F)c2cc(cn2S(=O)(=O)c3cccnc3)C[NH2+]C)C(=O)C4CCN(CC4)C(=O)C[CH2-],MAK-UNK-8fd-27,1251_NCL2ACR.0,0,,980.0787481351031,x0305
Cc1cccc(c1)N(c2ccc(s2)N)C3CCN(CC3)C(=O)[CH2-],NIR-THE-0d6-12,2612_NCL.0,0,,979.933464107034,x0692
CC(=O)N1CCN(C[C@@H]1CCC[c-]2[cH-][cH-][cH-][c-]3[c-]2[nH][cH-][c-]3CCNC(=O)C[CH2-])C(=O)CCl,HAN-NEW-5f5-4,1803_ACL2ACR.0,0,,979.7482874287379,x1493
CCNc1ccc(cc1CN2CCN(CC2)C(=O)CCl)[C+]=[NH2+],DAR-DIA-fb2-3,40_NIT.0,0,,979.6477925989037,x0195
[CH2-]CC(=O)N1Cc2cc3c(cccc3[N+](=O)[O-])cc2[C@H](C1)c4ccccc4,SAL-INS-1c7-5,2458_NCL2ACR.0,0,,979.0657407274723,x1458
CCNc1c(cc(cn1)[C+]=[NH2+])N(CN2CC[NH2+]CC2)C(=O)Nc3cccnc3,JOR-UNI-61e-13,1765_NIT.0,0,,978.8803576744285,x0434
CCN[C@H](COc1cccc(c1)CN2CCN(CC2)C(=O)C[CH2-])OCC#N,MAK-UNK-af8-20,944_NCL2ACR.0,0,,978.7920945878558,x0387
c1c(cc(cc1O)O)C[C@H]2C[C@@H]([C@@H](C[NH2+]2)[C@H](CC[C@@H-]CC(=O)N)O)C[C@H]3CC[NH2+]C3,VIT-UNK-525-7,1923_ACR.0,0,,978.7108657996158,x1425
Cc1cccc(c1C[C@H]([C@H](C)O)NC(=O)CS(=O)(=O)N)CN2CCN(CC2)C(=O)C[CH2-],MAK-UNK-af8-15,939_NCL2ACR.0,0,,978.4756425660971,x0072
CC(=O)NCCC1=CCc2c1cc(cc2CN3CCN(CC3)C(=O)[CH2-])OC,DAR-DIA-fb2-13,50_NCL.0,0,,978.4392698310515,x0305
c1cc(cc(c1)N(CCN2CC[NH2+]CC2)C(=O)Nc3cccnc3)[C+]=[NH2+],JOR-UNI-61e-26,1778_NIT.0,0,,978.3739550094284,x0305
CC[NH2+][C@H]1C[C@H](CC[C@@H]1OC#N)Oc2cccc(c2)CN3CCN(CC3)C(=O)[CH2-],MAK-UNK-af8-19,943_NCL.0,0,,978.2639828093023,x0104
C[N@](CN1CCC(CC1)O)CN2CCN(CC2)C(=O)C[CH2-],MAK-UNK-e4a-14,282_NCL2ACR.0,0,,977.9717571641091,x0387
CN(C)C(=O)c1ccc(c(c1)CN2CCN(CC2)C(=O)[CH2-])CNS(=O)(=O)C,TAM-UNI-d1c-4,484_NCL.0,0,,977.9674555536027,x0692
CNC(=O)c1ccc(cc1CN2CCN(CC2)C(=O)[CH2-])C#N,TAM-UNI-d1c-17,497_NCL.0,0,,977.9259263770427,x0692
CCC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2OC3CCN(CC3)C(=O)C[CH2-])F,BEN-VAN-d8f-27,430_ACL2ACR.0,0,,977.9197618266968,x0995
CNS(=O)(=O)c1ccc(c(c1)[C@H]2CN(Cc3c2cccc3)C(=O)[CH2-])C#N,TAM-UNI-d1c-10,490_NCL.0,0,,977.624984065762,x1382
CCOc1cccc(c1)[C@@H]2c3ccccc3CN([C@H]2CC4=c5cccnc5=[NH+][CH+]4)C(=O)[CH2-],DOU-UNK-b53-15,869_ACL.0,0,,977.5111498061655,x1093
[CH2-]C(=O)N1Cc2ccccc2[C@@H](C1)c3cc(cnc3CNC(=O)N4CCOCC4)F,DAR-DIA-cab-13,551_NCL.0,0,,977.4653389659896,x0195
CO[c-]1[cH-][cH-][c-]2[c-]([cH-]1)[c-]([cH-][nH]2)CCNC(=O)C[CH2-],JOH-MSK-35a-1,2201_ACL2ACR.0,0,,977.3450041317543,x0104
CO[c-]1[cH-][cH-][c-]2[c-]([cH-]1)[c-]([cH-][nH]2)CCNC(=O)C[CH2-],ALE-ACE-261-1,2340_ACL2ACR.0,0,,977.3450041317543,x0104
c1cc(cc(c1)NC(=O)Nc2cc(cnc2)N)[C+]=[NH2+],DAR-DIA-23a-8,2361_NIT.0,0,,977.2561287210785,x0434
[CH2-]CC(=O)NCCn1[cH-][c-]([c-]2[c-]1[cH-][cH-][cH-][cH-]2)CC(=O)N[C-]3[CH-][CH-][CH-][N-][CH-]3,DUN-NEW-f8c-9,96_ACL2ACR.0,0,,977.0420128370021,x1458
[CH2-]CC(=O)N1CCN(CC1)[C@H](CCc2ccc(cc2)C(F)(F)F)c3cccc(c3)Cl,PAU-WEI-b9b-2,718_NCL2ACR.0,0,,976.8452579483261,x0305
[CH2-]C(=O)N1Cc2ccccc2[C@@H]([C@H]1Cc3cccnc3)c4cccc(c4)Cl,DAV-CRI-1c7-4,2469_NCL.0,0,,976.4056996713555,x0831
[CH2-]C(=O)N1[C@@H](c2ccc(cc2[C@@H](C1=O)c3ccccc3)O)[C@H]4CS(=O)(=O)C[C@@H]4N5CCCC5=O,DAV-CRI-f47-5,136_NCL.0,0,,976.3227522032229,x1375
[CH2-]C(=O)N1CCN(CC1)Cc2cccc(c2)NC(=O)c3cnc(s3)Cc4ccsc4,MAK-UNK-e4a-8,276_NCL.0,0,,975.9889883675728,x0692
CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][cH-][c-]([c-]2[C@H]3CN(C[C-]4[C-]3[CH-][CH-][CH-][CH-]4)C(=O)[CH2-])F,NIR-THE-c33-3,624_NCL.0,0,,975.8465809920353,x0874
[CH2-]C(=O)N1CCN(CC1)Cc2cc(cc3c2cccc3)C#N,DAR-DIA-fb2-6,43_NCL.0,0,,975.7668064548664,x0830
[CH2-]C(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2CC3CCN(CC3)C(=O)CCl)F,NIR-THE-0d6-2,2602_ACL.0,0,,975.7128034314122,x0161
CC(=O)N1CCN(CC1)Cc2cc(ccc2NC(=O)C[CH2-])Cl,KIM-UNI-7d1-3,1458_ACL2ACR.0,0,,975.5160285408588,x0305
CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][cH-][cH-][c-]2[C@H](CC[C-]3[CH-][CH-][C-]([CH-][CH-]3)C(F)(F)F)N4CCN(CC4)C(=O)[CH2-],PAU-WEI-b9b-9,725_NCL.1,0,,974.9365652261596,x1380
[CH2-]C(=O)N1CCC[C@H](C1)[N+]2=NN=C([CH+]2)c3ccccc3,STE-KU -2e0-4,2283_NCL.0,0,,974.852442468919,x0830
Cc1ccc(cc1)CC[C@H](c2cccc(c2)[C+]=[NH2+])N3CCN(CC3)C(=O)CCl,PAU-WEI-b9b-6,722_NIT.0,0,,974.374983955998,x1380
[CH2-]C(=O)N1CCC(CC1)Cc2ccc3ccc(cc3c2)S(=O)(=O)N,NIR-THE-0d6-4,2604_NCL.0,0,,973.9354746475329,x0195
CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2CN3CCN(CC3)C(=O)[CH2-])F,NAU-LAT-f72-1,124_NCL.0,0,,973.9225860826812,x1336
[CH2-]CC(=O)N1CCN(CC1)S(=O)(=O)c2cccs2,MAK-UNK-643-1,1703_ACL2ACR.0,0,,973.5629451007799,x0689
c1coc(n1)c2cc(cnc2[C+]=[NH2+])N3CCCOCC3,JOH-UNI-abd-4,1004_NIT.0,0,,973.534878661816,x0434
CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2CN3CCN(CC3)C(=O)C[CH2-])OC,DAR-DIA-fb2-14,51_NCL2ACR.0,0,,973.445655529053,x0830
c1cc(cc(c1)N(CCC2CCCCC2)C(=O)Nc3cccnc3)[C+]=[NH2+],JOR-UNI-61e-18,1770_NIT.0,0,,972.9931131933182,x0434
[CH2-]C(=O)N1CC[N@@](C[C@H](C1)c2cccnc2)Cc3ccc4c(c3F)ccc(n4)S(=O)(=O)N,KEI-UNI-85a-5,1319_ACL.0,0,,972.9722508189645,x0104
[CH2-]C(=O)N1CCN(CC1)[C@H](c2ccccc2)C(CO)CO,GIA-UNK-20b-7,2394_NCL.0,0,,972.7981870739998,x1380
CC(=O)N1CCCc2cccc(c2C1)CN3CCN(CC3)C(=O)C[CH2-],TAM-UNI-d1c-13,493_NCL2ACR.0,0,,972.7056205563665,x1386
[CH2-]C(=O)N1CCN(CC1)CCNC(=O)c2cccc3c2cccc3,STE-KU -2e0-2,2281_NCL.0,0,,972.6665460731341,x0692
[CH2-]C(=O)N1CCC[C@@H](C1)CCCCN2CCCc3c2cc(cc3)S(=O)(=O)N,PAU-UNI-f43-1,140_NCL.0,0,,972.6104197516051,x0749
[CH2-]CC(=O)N1CC[N@@](C[C@@H]1Oc2ccc(cc2)F)S(=O)(=O)c3ccc(s3)Cl,SAL-INS-1ea-2,2424_NCL2ACR.0,0,,972.2609095550134,x0759
[CH2-]C(=O)N1CCN(CC1)CCNC(=O)c2cccc3c2cccc3,STE-KU -2e0-2,2281_NCL.0,0,,972.2236293398062,x1418
CS(=O)(=O)NCC[c-]1[cH-][c-]([cH-][c-]2[c-]1[nH][cH-][c-]2CCNC(=O)C[CH2-])F,TAM-UNI-c14-1,652_ACL2ACR.0,0,,972.1137623996924,x0434
CCNc1c(cc(cn1)[C+]=[NH2+])N(C)c2nc(cs2)c3ccccc3,GAB-REV-df6-16,345_NIT.0,0,,971.8036617061546,x0305
[CH2-]CC(=O)N1CCN(CC1)Cc2cc(cc3c2cccc3)F,DAR-DIA-fb2-2,39_NCL2ACR.0,0,,971.3853995988057,x0104
[CH2-]CC(=O)N1CCN(CC1)Cc2ccc3ccc(cc3n2)S(=O)(=O)N,JAN-GHE-1d9-5,2431_ACL2ACR.0,0,,971.3456487239354,x1386
Cc1cccc(c1C(=O)N2CCC(CC2)O)CN3CCN(CC3)C(=O)C[CH2-],MAK-UNK-e4a-26,294_NCL2ACR.0,0,,970.8484386132313,x0387
C[C@@H]([c-]1[cH-][cH-][c-]2[c-]([cH-]1)n([cH-][c-]2CCNC(=O)[CH2-])C)NC(=O)CCl,TAM-UNI-d1c-23,503_ACL.0,0,,970.8068455195867,x1392
CC(=O)SCc1ccc(cc1)[C@@H]2CCN(CO2)C(=O)[CH2-],NIM-UNI-43f-12,2060_NCL.0,0,,970.4124565893269,x0759
CCNc1c(cc(cn1)C#N)CN2CCN(CC2)C(=O)[CH2-],DAR-DIA-fb2-4,41_NCL.0,0,,969.1946155120212,x0104
C=CC(=O)N1CC(C1)NS(=O)(=O)c2ccccc2c3ccc(cc3)Nc4ccc(cn4)[C+]=[NH2+],JAN-GHE-bf4-5,689_NIT.0,0,,969.1820859934637,x0692
CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][cH-][c-]([c-]2[C@H]3CN(C[C-]4[C-]3[CH-][CH-][CH-][CH-]4)C(=O)C[CH2-])F,NIR-THE-c33-3,624_NCL2ACR.0,0,,969.1027089694226,x0874
[CH2-]CC(=O)N1CCN(CC1)Cc2c(csc2NCO)C#N,DAV-CRI-d1e-5,479_NCL2ACR.0,0,,969.0252155278579,x0305
[CH2-]C(=O)Nc1cnccc1C(=O)N2CCN(CC2)S(=O)(=O)c3ccsc3,MAK-UNK-726-1,1514_ACL.0,0,,968.9869930009227,x0107
CC(=O)OCc1ccc(cc1)[C@@H]2CCN(CO2)C(=O)[CH2-],NIM-UNI-43f-10,2058_NCL.0,0,,968.6962813336954,x0759
Cc1ccncc1N2[C@@H]3[C@H](CC2=O)[N@@](CCN3C(=O)C[CH2-])Cc4cccs4,DOU-UNK-b53-7,861_ACL2ACR.0,0,,968.3933888577908,x0104
CCNc1c(cc(cn1)C#N)CC2CCN(CC2)C(=O)C[CH2-],NIR-THE-0d6-6,2606_NCL2ACR.0,0,,968.2594109963675,x0104
[CH2-]CC(=O)N/C=C/[c-]1[cH-][nH][c-]2[c-]1[cH-][c-]([cH-][c-]2C[NH+]3CCC(CC3)O)F,SAM-UNK-83e-1,1358_ACL2ACR.0,0,,967.5831004973286,x0387
CCn1[cH-][c-]([c-]2[c-]1[c-]([cH-][c-]([cH-]2)C#N)[C@H](C)NC(=O)C)CCNC(=O)C[CH2-],ROB-UNI-b2e-8,892_ACL2ACR.0,0,,967.3231158379172,x0748
[CH2-]CC(=O)N1CCN(CC1)C[c-]2[cH-][c-]([cH-][c-]3[c-]2[nH][cH-][c-]3C(F)(F)F)F,BEN-VAN-d8f-24,427_ACL2ACR.0,0,,967.089137086363,x0107
CS(=O)(=O)NCCc1cc(ccc1NC(=O)N2CCOCC2)[C+]=[NH2+],ANT-DIA-b7f-9,738_NIT.0,0,,967.0705174736336,x0072
Cc1cccc(c1C(=O)N2CCC(CC2)O)CN3CCN(CC3)C(=O)[CH2-],MAK-UNK-e4a-26,294_NCL.0,0,,966.5233112175431,x0387
CCNc1ccc(c(c1)NC(=O)CC2=c3cccnc3=[NH+][CH+]2)[C+]=[NH2+],ANT-DIA-3c7-3,2114_NIT.0,0,,966.2045204665596,x0305
c1cc(cc(c1)N(CC[N@]2CCCOCC2)C(=O)Nc3cccnc3)[C+]=[NH2+],JOR-UNI-61e-10,1762_NIT.0,0,,965.9428981647379,x0434
CCNc1c2cc(ccc2c(cn1)[C+]=[NH2+])N(c3cccc(c3)C(=O)N4CCSCC4)C(=O)CCl,NIR-THE-ed2-2,191_NIT.0,0,,965.4753118389478,x0107
[CH2-]CC(=O)N1Cc2ccccc2[C@@H](C1)c3cc(cc4c3cccc4)F,DAR-DIA-cab-7,545_NCL2ACR.0,0,,965.4445402469739,x1249
CC(=O)N1C[C@H]([C-]2[CH-][CH-][CH-][CH-][C-]2C1)[c-]3[cH-][c-]([cH-][c-]4[c-]3[nH][cH-][c-]4CCNC(=O)[CH2-])C#N,JOH-MSK-2d8-1,2287_ACL.0,0,,965.1384489208117,x1392
CC[C@H](c1ccc(cn1)[C+]=[NH2+])NCc2cc(n(c2)S(=O)(=O)c3cccnc3)c4ccccc4F,MAK-UNK-148-6,2524_NIT.0,0,,964.2885541447351,x0305
CS(=O)(=O)NCc1cccc(c1)C2=C(N(Cc3c2cccc3)C(=O)C[CH2-])C(=O)Nc4cccnc4,GER-FIO-88d-1,1310_NCL2ACR.0,0,,964.2318810277814,x0874
[CH2-]C(=O)N1CC[N@@](C[C@H](C1)c2cccnc2)Cc3ccc4c(c3F)ccc(n4)S(=O)(=O)N,KEI-UNI-85a-5,1319_ACL.0,0,,963.9778726408524,x0946
[CH2-]C(=O)N1CCN(CC1)C[C-]2[CH-][CH-][C-]([CH-][CH-]2)CNC(=O)C[NH2+]C[c-]3[cH-][nH][c-]4[c-]3[cH-][c-]([cH-][cH-]4)F,MAK-UNK-72b-1,1513_NCL.0,0,,963.859614519683,x0104
[CH2-]C(=O)N1CCN(CC1)C[C-]2[CH-][CH-][C-]([CH-][CH-]2)CNC(=O)C[NH2+]C[c-]3[cH-][nH][c-]4[c-]3[cH-][c-]([cH-][cH-]4)F,MAK-UNK-176-5,2498_NCL.0,0,,963.859614519683,x0104
CC(=O)NCC[c-]1[cH-]n([c-]2[c-]1[cH-][cH-][c-]([cH-]2)CN3CCN(CC3)C(=O)C[CH2-])C,TAM-UNI-d1c-19,499_NCL2ACR.0,0,,962.668161993478,x0692
[CH2-]CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][cH-][cH-][c-]2[C@@H](CCc3ccc(cc3)C(F)(F)F)N4CCN(CC4)C(=O)CCl,PAU-WEI-b9b-9,725_ACL2ACR.1,0,,962.2856295250351,x0770
CC(=O)NCC[c-]1[cH-][nH][c-]2[c-]1[cH-][cH-][cH-][c-]2[C@@H]([c-]3[cH-][cH-][c-](s3)Br)N4CCN(CC4)C(=O)[CH2-],PAU-WEI-f73-1,121_NCL.0,0,,962.2401210656268,x1249
[CH2-]C(=O)N1CC[c@-]2[c@@-]1[nH][c-]3[c-]2[cH-][c-]([cH-][cH-]3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)[O-])O)O)O,JOH-MEM-5e3-5,1830_ACL.0,0,,962.0715586857038,x0104
[CH2-]CC(=O)N1CCN(CC1)[C@H](c2cccs2)C(=O)N3CCN(CC3)Cc4ccsc4,MAK-UNK-902-2,1208_ACL2ACR.0,0,,961.903671786062,x1386
CC[NH2+][C@@H](COc1cccc(c1)CN2CCN(CC2)C(=O)CCl)OC[C+]=[NH2+],MAK-UNK-af8-20,944_NIT.0,0,,961.8797440813147,x0161
CC(=O)N1C[C@H]([C-]2[CH-][CH-][CH-][CH-][C-]2C1)[c-]3[cH-][c-]([cH-][c-]4[c-]3[nH][cH-][c-]4CCNC(=O)C[CH2-])C#N,JOH-MSK-2d8-1,2287_ACL2ACR.0,0,,961.7714543581055,x1392
CC(=O)N1CCN(CC1)Cc2cc(ccc2NC(=O)[CH2-])Cl,KIM-UNI-7d1-3,1458_ACL.0,0,,961.7645627666956,x0305
[CH2-]C(=O)N1C[C@H](c2ccccc2[C@H]1[C@H]3CS(=O)(=O)C[C@@H]3N4CCCC4=O)c5ccccc5,DAV-CRI-b70-1,790_NCL.0,0,,961.5010180662772,x1384
Cc1cccc(c1)C[C@H]2CCN([C@H](C2)C(=O)[O-])C(=O)[CH2-],MAK-UNK-af8-5,929_NCL.0,0,,961.3928402233096,x0692
CCNc1ccc(cc1CN2CCN(CC2)C(=O)C[CH2-])C#N,DAR-DIA-fb2-3,40_NCL2ACR.0,0,,961.3785941456223,x0305
